title,reading,reading_raw,language,meaning,object,type_object,material,date,sortdate,date_derivation,site,field_name,location,position,direction,script,alphabet,line_number,letter_number_min,letter_number_max,sign_number,craftsmanship,condition,sigla_tm,sigla_pid,sigla_mancini,sigla_mlr,source,object_source,checklevel,object_checklevel,problem,revision_id,revision_timestamp,object_revision_id,object_revision_timestamp,url,object_url
SR-6,aṛụseθar·̣nateris·̣nạ,unknown!aṛụseθar·̣na terisna!teris·̣nạ,Raetic,unknown,SR-6 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,front,sinistroverse,North Italic script,Magrè alphabet,1,17,,,engraved,"complete, damaged",218464,,SE-2,,Schumacher 2004: 158,"Pellegrini & Sebesta 1965: 3–8, 13 (No. 6), fig. 9; Dal Rì 1987: 176 (No. 725e); Nothdurfter 2002: 1150 (list 3, No. 7)",2,5,"position/orientation, -na in der Transliteration verlinken?",17939,2021-11-08T19:28:58Z,13495,2015-09-11T13:26:50Z,https://tir.univie.ac.at/wiki/SR-6,https://tir.univie.ac.at/wiki/SR-6_antler
SR-7,n]aviθahur·,unknown!n]aviθahur·,Raetic,unknown,SR-7 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,front,sinistroverse,North Italic script,Magrè alphabet,1,9,,10,engraved,"damaged, incomplete",218465,,SE-7,,"Schumacher 2004: 158, 338","Pellegrini & Sebesta 1965: 3–8, 13–14 (No. 7), fig. 10; Nothdurfter 2002: 1150 (list 3, No. 7)",1,5,orientation: antler,17940,2021-11-08T19:29:20Z,13496,2015-09-11T13:28:10Z,https://tir.univie.ac.at/wiki/SR-7,https://tir.univie.ac.at/wiki/SR-7_antler
SR-8,vs·eraus·,unknown!vs·eraus·,unknown,unknown,SR-8 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,front,sinistroverse,North Italic script,Magrè alphabet,1,7,8,9,engraved,damaged,218466,,SE-5,,"Schumacher 2004: 158, 338","Pellegrini & Sebesta 1965: 3–8, 14 (No. 8), fig. 11; Nothdurfter 2002: 1150 (list 3, No. 7)",1,5,orientation,17941,2021-11-08T19:29:28Z,13497,2015-09-11T13:29:25Z,https://tir.univie.ac.at/wiki/SR-8,https://tir.univie.ac.at/wiki/SR-8_antler
SR-9,?]θ̣ṣ́ieṛịṣna,terisna!?]θ̣ṣ́ieṛịṣna,Raetic,unknown,SR-9 antler,unidentifiable,antler,3rd century BC,-250,archaeological context,Serso,Montesei di Serso,Museo delle Scienze di Trento,front,sinistroverse,North Italic script,,1,11,,,engraved,"damaged, incomplete",218467,,SE-4,,Schumacher 2004: 158,"Pellegrini & Sebesta 1965: 3–8, 14–15 (No. 9) with fig.; Nothdurfter 2002: 1150 (list 3, No. 7)",3,5,"position/orientation, -ua verlinken? Verweis Kreisaugen",17942,2021-11-08T19:29:37Z,13498,2015-09-11T13:31:01Z,https://tir.univie.ac.at/wiki/SR-9,https://tir.univie.ac.at/wiki/SR-9_antler
ST-1,kastriesieθunnuale,kastriesi eθunnuale,Raetic,'of/by Kastrie Eθunnu',ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,right-hand side,sinistroverse,North Italic script,,1,18,,,engraved,damaged,218558,,STN-1,,"Schumacher 2004: 191, 222, 342 ff.",,5,0,nicht autopsiert; Alphabet,17949,2021-11-08T19:31:51Z,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST-1,https://tir.univie.ac.at/wiki/ST_rock
ST-2,pitauṇesikaszrinụalet[,pitaunesi!pitauṇesi kaszrinuale!kaszrinụale unknown!t[,Raetic,'of/by Pitaun<sup>?</sup>e Kastrinu',ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,right,sinistroverse,North Italic script,Magrè alphabet,1,20,21,,engraved,damaged,218559,,STN-2,,"Schumacher 2004: 191, 223 f., 342 ff.",,1,0,neue Literatur,17950,2021-11-08T19:32:02Z,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST-2,https://tir.univie.ac.at/wiki/ST_rock
ST-3,esimnesikaszrinuaḷ[?,esimnesi kaszrinuale!kaszrinuaḷ[?,Raetic,'of/by Esimne Kastrinu',ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,right-hand side,sinistroverse,North Italic script,,1,18,,,engraved,damaged,218560,,STN-3,,"Schumacher 2004: 191, 224 f., 342 ff.",,5,0,nicht autopsiert; Alphabet,17951,2021-11-08T19:32:12Z,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST-3,https://tir.univie.ac.at/wiki/ST_rock
ST-4,ạzile$aθiṿ·nuale,azile!ạzile $ aθivnuale!aθiṿ·nuale,Raetic,'of/by Azi° ?aθivnu',ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,lower area,sinistroverse,North Italic script,,1,15,,16,engraved,damaged,218561,,STN-4,,"Schumacher 2004: 192, 225 f., 342 ff.",,5,0,nicht autopsiert; Alphabet; ? statt V?,17952,2021-11-08T19:32:24Z,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST-4,https://tir.univie.ac.at/wiki/ST_rock
ST-5,hes·ṭulanu·aleker·akve,)nuale!hes·ṭulanu·ale ker!ker· akve,Raetic,unknown,ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,left-hand side,sinistroverse,North Italic script,,1,18,20,21,engraved,damaged,218562,,STN-5,,"Schumacher 2004: 192, 228 ff.",,5,0,nicht autopsiert; Alphabet; akve /= akvil? od. PA-1? Zavaroni: -le,17953,2021-11-08T19:32:40Z,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST-5,https://tir.univie.ac.at/wiki/ST_rock
ST-6,sạ?al·̣esta·nu·aleφakaḷẹ,)nuale!sạ?al·̣esta·nu·ale φakaḷẹ,Raetic,unknown,ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,"right-hand side, upper area",dextroverse,North Italic script,,1,19,,20,engraved,damaged,218563,,STN-6,,"Schumacher 2004: 192, 231 f.",,5,0,nicht autopsiert; Alphabet,17954,2021-11-08T19:33:02Z,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST-6,https://tir.univie.ac.at/wiki/ST_rock
ST-7,?,?,unknown,unknown,ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,right,unknown,unknown,,0,,,,engraved,damaged,218564,,STN-7,,"Schumacher 2004: 192, 232, 355",,0,0,,17955,2021-11-08T19:33:14Z,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST-7,https://tir.univie.ac.at/wiki/ST_rock
ST-8,arisae·ki,arisae·ki,unknown,unknown,ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,left,dextroverse,North Italic script,,1,8,,9,engraved,damaged,218565,,STN-8,,"Schumacher 2004: 193, 232, 355",,0,0,,17956,2021-11-08T19:33:20Z,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST-8,https://tir.univie.ac.at/wiki/ST_rock
ST-9,–,–,none,unknown,ST rock,rock,stone,,,,Brandenberg,Schneidjoch,in situ,left,unknown,none,,0,,,,engraved,complete,218566,,STN-9,,"Schumacher 2004: 193, 233, 355",,0,0,,17957,2021-11-08T19:33:32Z,17763,2020-05-24T20:37:10Z,https://tir.univie.ac.at/wiki/ST-9,https://tir.univie.ac.at/wiki/ST_rock
SZ-1.1,lasta φirimaþinaχe/χi kaśiχanu,lasta space φrima!φirima þinaχe / unknown!χi space unknown!kaśiχanu,Raetic,'Lasta (and) Φ(i)rima *Śiχanu X-ed ?',SZ-1 bronze,bronze,bronze,,,,Sanzeno,Casalini,Museo Retico Sanzeno,front,sinistroverse,North Italic script,Sanzeno alphabet,2,27,,,embossed,complete,218371,,SA-2 a,147,"Schumacher 2004: 131, 335","Roberti 1950: 178–179 (No. I), pl. I.I",1,1,Morandi: Fotos im Tafelteil,17784,2021-11-06T15:36:37Z,13478,2015-09-11T10:34:52Z,https://tir.univie.ac.at/wiki/SZ-1.1,https://tir.univie.ac.at/wiki/SZ-1_bronze
SZ-1.2,eteθaṿ$iiiii iθiiiii,unknown!eteθaṿ !$iiiii space !iθiiiii,unknown,unknown,SZ-1 bronze,bronze,bronze,,,,Sanzeno,Casalini,Museo Retico Sanzeno,back,sinistroverse,North Italic script,Sanzeno alphabet,1,5,,,embossed,complete,218371,,SA-2 b,,"Schumacher 2004: 131, 335","Roberti 1950: 178–179 (No. I), pl. I.I",1,1,orientation,18125,2021-12-13T21:08:11Z,13478,2015-09-11T10:34:52Z,https://tir.univie.ac.at/wiki/SZ-1.2,https://tir.univie.ac.at/wiki/SZ-1_bronze
SZ-10.1,χelivaiθina,χeli vaiθina,Raetic,"'Χeli, son/daughter of Vaiti'",SZ-10 bronze,bronze,bronze,,,,Sanzeno,"Casalini,",Castello del Buonconsiglio,front,sinistroverse,North Italic script,Sanzeno alphabet,1,11,,,embossed,complete,218380,,SA-10 (1),,"Schumacher 2004: 134, 335 f.","Roberti 1950: 182 (No. X), pl. IV.X",1,1,eh nicht χelie aiθina?,18136,2021-12-13T21:14:25Z,13558,2015-09-17T13:14:37Z,https://tir.univie.ac.at/wiki/SZ-10.1,https://tir.univie.ac.at/wiki/SZ-10_bronze
SZ-10.2,?,?,none,unknown,SZ-10 bronze,bronze,bronze,,,,Sanzeno,"Casalini,",Castello del Buonconsiglio,"front, lower area",ambiguous,none,,1,,,1,embossed,complete,218380,,SA-10 (2),,"Schumacher 2004: 134, 335 f.","Roberti 1950: 182 (No. X), pl. IV.X",0,1,,18137,2021-12-13T21:14:43Z,13558,2015-09-17T13:14:37Z,https://tir.univie.ac.at/wiki/SZ-10.2,https://tir.univie.ac.at/wiki/SZ-10_bronze
SZ-11,erikian vetelie,erikian space vetelie,Raetic,unknown,SZ-11 bronze,bronze,bronze,,,,Sanzeno,"Casalini,",Museo Retico Sanzeno,"front, centre, right area",sinistroverse,North Italic script,Sanzeno alphabet,1,14,,,"unknown, embossed",complete,218381,,SA-11,,Schumacher 2004: 134,"Roberti 1950: 183 (No. XI), pl. IV.XI",0,1,,17961,2021-11-08T19:36:45Z,13482,2015-09-11T12:55:12Z,https://tir.univie.ac.at/wiki/SZ-11,https://tir.univie.ac.at/wiki/SZ-11_bronze
SZ-12,?,?,unknown,unknown,SZ-12 bronze,bronze,bronze,,,,Sanzeno,"Casalini,",Castello del Buonconsiglio,"front, centre, right area",ambiguous,unknown,,0,,,4,embossed,complete,218382,,SA-15,,Schumacher 2004: 135,Schumacher 2004: 135,1,1,engraved?,17962,2021-11-08T19:37:00Z,13559,2015-09-17T13:15:25Z,https://tir.univie.ac.at/wiki/SZ-12,https://tir.univie.ac.at/wiki/SZ-12_bronze
SZ-13,?,?,unknown,unknown,SZ-13 bronze,bronze,bronze,,,,Sanzeno,"Casalini,",Castello del Buonconsiglio,"front, lower area",unknown,unknown,,0,,,,embossed,complete,218383,,SA-18,,Schumacher 2004: 135,Schumacher 2004: 135,1,1,noch was über die tessera-Theorie? oder zu weit hergeholt?,17963,2021-11-08T19:37:08Z,13560,2015-09-17T13:16:19Z,https://tir.univie.ac.at/wiki/SZ-13,https://tir.univie.ac.at/wiki/SZ-13_bronze
SZ-14,φelituriesielukusletile/kạṛataśna,φelturiesi!φelituriesi eluku sletile / karataśna!kạṛataśna,Raetic,"'of/by Φeliturie X-ed (and) Sleti, son(s)/daughter(s) of Karataś*'",SZ-14 bronze,bronze,bronze,4th–3rd centuries BC,-300,typology,Sanzeno,,Museo Retico Sanzeno,"top, bottom, foot",sinistroverse,North Italic script,Sanzeno alphabet,2,22,23,,embossed,complete,218384,,SA-8,,Schumacher 2004: 135,"Ciurletti 1978: 124–125 (No. 5), fig. 42.1; Dal Rì 1987: 175 (No. 723), fig. 302",0,1,,17964,2021-11-08T19:37:29Z,13483,2015-09-11T12:56:37Z,https://tir.univie.ac.at/wiki/SZ-14,https://tir.univie.ac.at/wiki/SZ-14_bronze
SZ-15.1,lastaθianuesiunne/pitiekapaśunu,lasta θianu esiunne / piθie!pitie kapaśunu,Raetic,"'Lasta, son of Θia*, Esiunne (and) Pitie, son of (Ka)paśu'",SZ-15 bronze,bronze,bronze,5th–1st centuries BC,-250,archaeological context,Sanzeno,"Casalini,",Museo Retico Sanzeno,front,sinistroverse,North Italic script,Sanzeno alphabet,2,30,,,embossed,complete,218385,,SA-3 a,,"Schumacher 2004: 135, 336",Fogolari 1960: 273 (No. 16),1,1,Gewichtung der Transliterationen,18138,2021-12-13T21:15:23Z,13484,2015-09-11T12:57:42Z,https://tir.univie.ac.at/wiki/SZ-15.1,https://tir.univie.ac.at/wiki/SZ-15_bronze
SZ-15.2,enteθa?§,unknown!enteθa? §,unknown,unknown,SZ-15 bronze,bronze,bronze,5th–1st centuries BC,-250,archaeological context,Sanzeno,"Casalini,",Museo Retico Sanzeno,back,sinistroverse,North Italic script,Sanzeno alphabet,1,6,,,embossed,complete,218385,,SA-3 b,,"Schumacher 2004: 135, 336",Fogolari 1960: 273 (No. 16),1,1,orientation,18139,2021-12-13T21:15:28Z,13484,2015-09-11T12:57:42Z,https://tir.univie.ac.at/wiki/SZ-15.2,https://tir.univie.ac.at/wiki/SZ-15_bronze
SZ-16,laθurusitianusatanin,laθurusi tianusa taniun!tanin,Raetic,'of/by Laθuru of/for Tianu(s) ?',SZ-16 statuette,statuette,bronze,450–400 BC,-425,typology,Sanzeno,"Casalini,",Castello del Buonconsiglio,foot,sinistroverse,North Italic script,Sanzeno alphabet,1,20,,,embossed,complete,218386,,SA-1,,Schumacher 2004: 136,"Walde Psenner 1983: 107–108 (No. 85), fig. 85 and 85a; Guaitoli 2004: 23 with fig. cat. 7.3; Oberosler 2004c: 657–658; Zamboni 2011e: 545",1,3,Literatur,17965,2021-11-08T19:39:07Z,13561,2015-09-17T13:18:05Z,https://tir.univie.ac.at/wiki/SZ-16,https://tir.univie.ac.at/wiki/SZ-16_statuette
SZ-17,sχsi,sχsi,unknown,unknown,SZ-17 handle,vessel,bronze,5th–4th centuries BC,-400,typology,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,"handle, side",sinistroverse,North Italic script,,1,4,,,embossed,"complete, restored",218387,198,SA-28,,Schumacher 2004: 136,PID: 17 (No. 198),1,0,"Schriftrichtung: vgl. SZ-38 (Länge des I, Ausrichtung der S vs. X)",17966,2021-11-08T19:39:15Z,13805,2015-09-29T11:03:48Z,https://tir.univie.ac.at/wiki/SZ-17,https://tir.univie.ac.at/wiki/SZ-17_handle
SZ-18,χevisianaθi,χevisianaθi,unknown,unknown,SZ-18 key,key,bronze,,,,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,upper area,sinistroverse,North Italic script,,1,11,,,embossed,"complete, restored",218388,199,SA-25,,Schumacher 2004: 136,Zemmer-Plank et al. 1985: 166 (cat. No. 43),2,0,Sanzeno alphabet? Wortseite,17967,2021-11-08T19:39:31Z,13806,2015-09-29T11:07:09Z,https://tir.univie.ac.at/wiki/SZ-18,https://tir.univie.ac.at/wiki/SZ-18_key
SZ-19,kạþ̣ạ[?]:̣[?]ạ?[?]$,unknown!kạþ̣ạ[?]:unknown!̣[?]ạ?[?]$,unknown,unknown,SZ-19 handle,ladle,bronze,5th–4th centuries BC,-400,typology,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,"centre, handle, side",ambiguous,unknown,,1,5,7,6,embossed,damaged,218389,200,SA-30,226,Schumacher 2004: 136,PID: 17–18 [No. 200],0,10,,17968,2021-11-08T19:39:45Z,13827,2015-09-29T16:13:59Z,https://tir.univie.ac.at/wiki/SZ-19,https://tir.univie.ac.at/wiki/SZ-19_handle
SZ-2.1,φrima/remi visteχanu,φrima / remi space visteχanu,Raetic,"'Φrima (and) Remi, son of Visteχa'",SZ-2 bronze,bronze,bronze,,,,Sanzeno,Casalini,Castello del Buonconsiglio,front,sinistroverse,North Italic script,Sanzeno alphabet,2,19,,,embossed,complete,218372,,SA-4 a,,"Schumacher 2004: 132, 335","Roberti 1950: 179 (No. II), pl. I.II",2,1,"Orientierung, A=A21?",18126,2021-12-13T21:09:01Z,13552,2015-09-17T13:05:30Z,https://tir.univie.ac.at/wiki/SZ-2.1,https://tir.univie.ac.at/wiki/SZ-2_bronze
SZ-2.2,χariχa remi,χari -ka!χa space remi,Raetic,unknown,SZ-2 bronze,bronze,bronze,,,,Sanzeno,Casalini,Castello del Buonconsiglio,back,sinistroverse,North Italic script,,1,10,,,embossed,complete,218372,,SA-4 b,,"Schumacher 2004: 132, 335","Roberti 1950: 179 (No. II), pl. I.II",2,1,"orientation, χariχa - wie verlinken?",18127,2021-12-13T21:09:15Z,13552,2015-09-17T13:05:30Z,https://tir.univie.ac.at/wiki/SZ-2.2,https://tir.univie.ac.at/wiki/SZ-2_bronze
SZ-20,χ,χ,unknown,unknown,SZ-20 bronze,bronze,bronze,5th–1st centuries BC,-250,cultural context,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,front,ambiguous,unknown,,1,,,1,embossed,complete,218390,201,SA-17,193,Schumacher 2004: 137,"Walde-Psenner 1976: 213–214 [No. 78], fig. 78",1,0,Verweis ok?,17969,2021-11-08T19:40:04Z,13808,2015-09-29T11:13:35Z,https://tir.univie.ac.at/wiki/SZ-20,https://tir.univie.ac.at/wiki/SZ-20_bronze
SZ-21,?,?,unknown,unknown,SZ-20 bronze,bronze,bronze,5th–1st centuries BC,-250,cultural context,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,"front, upper area",unknown,unknown,,0,,,,embossed,"complete, restored",218391,202,SA-16,239,Schumacher 2004: 137,"Walde-Psenner 1976: 213–214 [No. 78], fig. 78",2,0,"Zeichenhöhe, noch was über die tessera-Theorie? oder zu weit hergeholt?",17970,2021-11-08T19:40:15Z,13808,2015-09-29T11:13:35Z,https://tir.univie.ac.at/wiki/SZ-21,https://tir.univie.ac.at/wiki/SZ-20_bronze
SZ-22.1,perkusiale/like iiuịị,perkusiale / like space iiuịị,Raetic,unknown,SZ-22 antler,handle,antler,5th–1st centuries BC,-250,cultural context,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,outside,sinistroverse,North Italic script,Sanzeno alphabet,2,14,,19,engraved,incomplete,218392,203,SA-26,"165 R a, 165 R b",Schumacher 2004: 137,Zemmer-Plank et al. 1985: 166 [cat. No. 41],2,0,Verweis Pisani; meaning,18140,2021-12-13T21:15:57Z,15229,2016-03-01T16:01:10Z,https://tir.univie.ac.at/wiki/SZ-22.1,https://tir.univie.ac.at/wiki/SZ-22_antler
SZ-22.2,?,?,unknown,unknown,SZ-22 antler,handle,antler,5th–1st centuries BC,-250,cultural context,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,inside,ambiguous,unknown,,1,0,,,engraved,incomplete,218392,203,SA-26,165 V,Schumacher 2004: 137,Zemmer-Plank et al. 1985: 166 [cat. No. 41],2,0,"Verweise Bibliographie, Verweis Geweihstücke",18141,2021-12-13T21:16:09Z,15229,2016-03-01T16:01:10Z,https://tir.univie.ac.at/wiki/SZ-22.2,https://tir.univie.ac.at/wiki/SZ-22_antler
SZ-23,]ilt[?,unknown!]ilt[?,unknown,unknown,SZ-23 antler,handle,antler,5th–1st centuries BC,-250,cultural context,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,outside,sinistroverse,North Italic script,Sanzeno alphabet,1,3,6,,engraved,"fragmentary, damaged",,204,"SA-38, SA-41","215, 240","Schumacher 2004: 137, 147","PID: 19–20 [No. 203, No. 204]; IR: 282 [No. 63], pl. L, fig. a; Nothdurfter 2002: 1150–1151 [list 3, No. 8]",0,0,,17791,2021-11-06T16:16:29Z,15233,2016-03-02T07:04:04Z,https://tir.univie.ac.at/wiki/SZ-23,https://tir.univie.ac.at/wiki/SZ-23_antler
SZ-24,]θ̣nasleθua,)θnasleθua!]θ̣nasleθua,Raetic,unknown,SZ-24 antler,unidentifiable,antler,,,"archaeological context, cultural context",Sanzeno,,Castello del Buonconsiglio,unknown,sinistroverse,North Italic script,Sanzeno alphabet,1,9,,,engraved,damaged,218394,204 bis,SA-27,241,Schumacher 2004: 137,Weber 1908: 230–213 [No. 5] with drawing; Mayr 1957c: 426 with photo,5,0,"Autopsie: Details, Lesung",17971,2021-11-08T19:41:03Z,12833,2015-07-14T09:41:53Z,https://tir.univie.ac.at/wiki/SZ-24,https://tir.univie.ac.at/wiki/SZ-24_antler
SZ-25,$,$,none,unknown,SZ-25 gouge,gouge,iron,,,,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,centre,ambiguous,none,,0,,,,embossed,damaged,218395,205,"SA-55, SA-80",,Schumacher 2004: 138,"PID: 20 (No. 205); Nothdurfter 1979: 119 (No. 142), pl. 8",0,0,,17972,2021-11-08T19:41:16Z,13866,2015-10-01T12:56:05Z,https://tir.univie.ac.at/wiki/SZ-25,https://tir.univie.ac.at/wiki/SZ-25_gouge
SZ-26,?,?,unknown,unknown,SZ-26 gouge,gouge,iron,,,,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,centre,unknown,unknown,,0,,,,embossed,damaged,218396,206,SA-37,,Schumacher 2004: 138,"PID: 20–21 (No. 206); Nothdurfter 1979: 119 (No. 141), pl. 8",1,0,teilen in .1-3?,17973,2021-11-08T19:41:30Z,13867,2015-10-01T13:00:37Z,https://tir.univie.ac.at/wiki/SZ-26,https://tir.univie.ac.at/wiki/SZ-26_gouge
SZ-27.1,upi,upi,unknown,unknown,SZ-27 potsherd,bowl,pottery,3rd–2nd centuries BC,-200,typology,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,"bottom, outside",ambiguous,unknown,,1,3,,,incised,complete,218397,207 (a),SA-58 a,166 a,Schumacher 2004: 138,PID: 21 [No. 207a],0,0,,18142,2021-12-13T21:16:32Z,15498,2016-03-30T09:34:33Z,https://tir.univie.ac.at/wiki/SZ-27.1,https://tir.univie.ac.at/wiki/SZ-27_potsherd
SZ-27.2,upi,upi,unknown,unknown,SZ-27 potsherd,bowl,pottery,3rd–2nd centuries BC,-200,typology,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,"inside, rim",ambiguous,unknown,,1,3,,,incised,complete,218397,,SA-58 b,166 b,,PID: 21 [No. 207a],0,0,,18143,2021-12-13T21:16:40Z,15498,2016-03-30T09:34:33Z,https://tir.univie.ac.at/wiki/SZ-27.2,https://tir.univie.ac.at/wiki/SZ-27_potsherd
SZ-28,ke,ke,unknown,unknown,SZ-28 bowl,bowl,pottery,3rd–2nd centuries BC,-200,typology,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,"bottom, outside",dextroverse,unknown,,1,2,,,incised,complete,218398,207 (b),"SA-50 a, SA-50 b",167,Schumacher 2004: 137,PID: 21 [No. 207b],0,0,,17974,2021-11-08T19:41:59Z,15497,2016-03-30T09:32:55Z,https://tir.univie.ac.at/wiki/SZ-28,https://tir.univie.ac.at/wiki/SZ-28_bowl
SZ-29,θkθθ,θkθθ,unknown,unknown,SZ-29 bowl,bowl,pottery,3rd–2nd centuries BC,-200,typology,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,outside,ambiguous,unknown,,1,4,,,incised,complete,218399,207 (c),"SA-81, SA-101",220,Schumacher 2004: 138,PID: 21 [No. 207c],0,0,,17975,2021-11-08T19:42:07Z,17609,2020-04-16T09:46:36Z,https://tir.univie.ac.at/wiki/SZ-29,https://tir.univie.ac.at/wiki/SZ-29_bowl
SZ-3,visteχamaiu?,visteχa unknown!maiu ?,Raetic,'Visteχa (?)',SZ-3 bronze,bronze,bronze,,,,Sanzeno,Casalini,Castello del Buonconsiglio,front,sinistroverse,North Italic script,Sanzeno alphabet,1,11,,,embossed,complete,218373,,SA-5,,Schumacher 2004: 132,"Roberti 1950: 179–180 (No. III), pl. I.III",1,1,orientation,17958,2021-11-08T19:35:31Z,13553,2015-09-17T13:08:48Z,https://tir.univie.ac.at/wiki/SZ-3,https://tir.univie.ac.at/wiki/SZ-3_bronze
SZ-30,ka[? ?]isθi:puχe:̣ṭumis:p[ ]θiaḳ[? ?]auþile:ẹḷuku:̣,unknown!ka[? !  unknown!?]isθi:puχe:̣ tumis!ṭumis:unknown!p[ !  unknown!]θiaḳ[? !  )auþile!?]auþile:eluku!ẹḷuku:̣,Raetic,unknown,SZ-30 situla,vessel,bronze,5th–4th centuries BC,-400,typology,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,inside,dextroverse,North Italic script,Sanzeno alphabet,1,35,,40,embossed,"damaged, fragmentary, restored",218400,,SA-22,194,Schumacher 2004: 139,"IR: 266–270; Morandi 1999: 57–59 (No. 15), fig. 21.15, 22",1,0,Interpretationen - da geht doch mehr? pitia..?,17976,2021-11-08T19:42:33Z,13872,2015-10-01T13:34:49Z,https://tir.univie.ac.at/wiki/SZ-30,https://tir.univie.ac.at/wiki/SZ-30_situla
SZ-31,remina,remina,Raetic,'daughter (?) of Remi',SZ-31 simpulum,simpulum,bronze,5th–1st centuries BC,-250,"typology, archaeological context",Sanzeno,"Casalini,",Castello del Buonconsiglio,"centre, handle",sinistroverse,North Italic script,,1,6,,,embossed,complete,218401,,SA-24,,Schumacher 2004: 139,"Fogolari 1960: 286 (No. 73), pl. I.5; Marzatico 1998: 26–29, fig. 8a; Oberosler 2004b: 646, fig. 6.5",1,5,position/orientation,17977,2021-11-08T19:42:39Z,13562,2015-09-17T13:21:54Z,https://tir.univie.ac.at/wiki/SZ-31,https://tir.univie.ac.at/wiki/SZ-31_simpulum
SZ-32,]þipupi,unknown!]þipupi,unknown,unknown,SZ-32 antler,handle,antler,5th–1st centuries BC,-250,cultural context,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,"side, outside",ambiguous,unknown,,1,6,,,engraved,incomplete,218402,,SA-65,169,Schumacher 2004: 139,"IR: 270–271 [No. 31], pl. XLII, fig. b; Nothdurfter 2002: 1150 [list 3, No. 8]",0,0,,17978,2021-11-08T19:42:57Z,15253,2016-03-03T10:21:53Z,https://tir.univie.ac.at/wiki/SZ-32,https://tir.univie.ac.at/wiki/SZ-32_antler
SZ-33,þine,þine,unknown,unknown,SZ-33 hoe,hoe,iron,7th–5th centuries BC,-550,typology,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,tang,sinistroverse,North Italic script,Sanzeno alphabet,1,4,,,embossed,"complete, restored",218403,,SA-31,,Schumacher 2004: 140,"Franz 1959: 228, pl. 1; Nothdurfter 1979: 127 (No. 359) pl. 29",0,3,,17979,2021-11-08T19:43:27Z,13881,2015-10-02T13:03:28Z,https://tir.univie.ac.at/wiki/SZ-33,https://tir.univie.ac.at/wiki/SZ-33_hoe
SZ-34,þ[?,unknown!þ[?,unknown,unknown,SZ-34 antler,unidentifiable,antler,,,,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,lateral,ambiguous,unknown,,1,,,2,engraved,"fragmentary, restored",218404,,SA-32,195,Schumacher 2004: 140,"Franz 1959: 228, fig. 2.2; Nothdurfter 2002: 1150 (list 3, No. 8)",0,3,,17980,2021-11-08T19:43:33Z,13883,2015-10-02T13:05:05Z,https://tir.univie.ac.at/wiki/SZ-34,https://tir.univie.ac.at/wiki/SZ-34_antler
SZ-35,auθu,auθu,unknown,unknown,SZ-35 handle,vessel,bronze,,,,Sanzeno,,Tiroler Landesmuseum Ferdinandeum,handle,sinistroverse,North Italic script,,1,4,,,embossed,complete,218405,,SA-35,,Schumacher 2004: 140,"Franz 1959: 228, pl. 2.1",0,3,,17981,2021-11-08T19:43:48Z,13884,2015-10-02T13:06:12Z,https://tir.univie.ac.at/wiki/SZ-35,https://tir.univie.ac.at/wiki/SZ-35_handle
