word,freq,pred_class,prob_raw,prob_cal,p_FUNC,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
velsenalthi,1,NAME-F,0.983,0.653,0.000,0.983,0.016,0.001,0.000,0.000
velsiesa,2,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
velsnalthi,1,NAME-F,0.978,0.653,0.000,0.978,0.022,0.000,0.000,0.000
velthial,2,NAME-F,0.995,0.653,0.000,0.995,0.005,0.000,0.000,0.000
velthinathuras,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
velthries,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
velthurial,2,NAME-F,0.956,0.653,0.000,0.956,0.044,0.000,0.000,0.000
velthurias,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
velthurnas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
velthurusas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
velthuruscles,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
veltial,1,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
veltsnas,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.001,0.000,0.000
veltsneial,2,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
veluialisa,1,NAME-F,0.948,0.653,0.000,0.948,0.052,0.000,0.000,0.000
veluies,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
velunus,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.000,0.000,0.000
veluske,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
veluslarza,1,NAME-M,0.998,0.653,0.000,0.001,0.998,0.001,0.000,0.000
velusna,1,NAME-M,0.945,0.653,0.000,0.003,0.945,0.052,0.000,0.000
velusneial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
veluthurus,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.001,0.000,0.000
veluz,2,NAME-M,0.997,0.653,0.000,0.003,0.997,0.000,0.000,0.000
velznani,1,NAME-F,0.986,0.653,0.000,0.986,0.013,0.001,0.000,0.000
venatnal,1,NAME-F,0.991,0.653,0.000,0.991,0.009,0.000,0.000,0.000
vencnialsi,1,NAME-F,0.986,0.653,0.000,0.986,0.014,0.000,0.000,0.000
veneliios,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
venels,1,NAME-M,0.989,0.653,0.000,0.011,0.989,0.000,0.000,0.000
venes,1,NAME-M,0.997,0.653,0.000,0.000,0.997,0.003,0.000,0.000
venete,3,NAME-M,0.995,0.653,0.000,0.005,0.995,0.000,0.000,0.000
venetes,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
venezatipe,1,NAME-M,0.943,0.653,0.000,0.032,0.943,0.025,0.000,0.000
venezesial,1,NAME-F,0.968,0.653,0.000,0.968,0.032,0.000,0.000,0.000
vensa,1,NAME-M,0.950,0.653,0.000,0.041,0.950,0.010,0.000,0.000
venunias,1,NAME-M,0.997,0.653,0.000,0.003,0.997,0.000,0.000,0.000
venusa,1,NAME-M,0.984,0.653,0.000,0.016,0.984,0.000,0.000,0.000
venzamalni,1,NAME-F,0.977,0.653,0.000,0.977,0.020,0.003,0.000,0.000
venzetaz,1,NAME-M,0.981,0.653,0.000,0.014,0.981,0.005,0.000,0.000
venzile,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
venziles,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
venzles,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.001,0.000,0.000
venznialisa,1,NAME-F,0.931,0.653,0.000,0.931,0.069,0.000,0.000,0.000
veprethesa,1,NAME-M,0.995,0.653,0.000,0.004,0.995,0.001,0.000,0.000
vercnas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vercnasa,1,NAME-M,0.962,0.653,0.000,0.038,0.962,0.000,0.000,0.000
vere,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
versipinaia,1,NAME-F,0.977,0.653,0.000,0.977,0.023,0.001,0.000,0.000
vertun,1,NAME-M,0.995,0.653,0.000,0.004,0.995,0.000,0.000,0.000
vertunce,1,NAME-M,0.994,0.653,0.000,0.005,0.994,0.000,0.000,0.000
ves,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vesatnvs,1,NAME-M,0.996,0.653,0.000,0.000,0.996,0.004,0.000,0.000
vesias,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vesies,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vesinas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vesis,1,NAME-M,0.997,0.653,0.000,0.000,0.997,0.003,0.000,0.000
vesricenals,1,NAME-M,0.995,0.653,0.000,0.005,0.995,0.000,0.000,0.000
vestraes,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vestrcnas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vestrcnie,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vestrnialisa,1,NAME-F,0.902,0.653,0.000,0.902,0.098,0.000,0.000,0.000
vesu,1,NAME-M,0.952,0.653,0.000,0.000,0.952,0.047,0.000,0.000
vesvnae,1,NAME-M,0.903,0.653,0.000,0.000,0.903,0.097,0.000,0.000
vetale,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vetalus,1,NAME-M,0.996,0.653,0.000,0.003,0.996,0.001,0.000,0.000
vetanal,1,NAME-F,0.992,0.653,0.000,0.992,0.008,0.000,0.000,0.000
vetela,1,NAME-M,0.985,0.653,0.000,0.014,0.985,0.001,0.000,0.000
vetesa,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
vethurus,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.001,0.000,0.000
vetiaial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
vetialisa,1,NAME-F,0.940,0.653,0.000,0.940,0.060,0.000,0.000,0.000
vetias,1,NAME-M,0.997,0.653,0.000,0.003,0.997,0.000,0.000,0.000
vetie,1,NAME-M,0.927,0.653,0.000,0.000,0.927,0.073,0.000,0.000
vetiesa,1,NAME-M,0.998,0.653,0.000,0.001,0.998,0.000,0.000,0.000
vetiesi,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
vetinal,1,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
vetis,1,NAME-M,0.990,0.653,0.000,0.005,0.990,0.005,0.000,0.000
vetlneitrazlus,1,NAME-M,0.955,0.653,0.000,0.043,0.955,0.002,0.000,0.000
vetnial,2,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
vetnialisa,2,NAME-F,0.957,0.653,0.000,0.957,0.043,0.000,0.000,0.000
vetrui,1,NAME-F,0.978,0.653,0.000,0.978,0.022,0.000,0.000,0.000
vetunial,1,NAME-F,0.995,0.653,0.000,0.995,0.005,0.000,0.000,0.000
veulthe,1,OTHER,0.975,0.653,0.000,0.001,0.025,0.975,0.000,0.000
vezanas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vezial,2,NAME-F,0.991,0.653,0.000,0.991,0.009,0.000,0.000,0.000
viatorsi,1,NAME-F,0.957,0.653,0.000,0.957,0.007,0.035,0.000,0.000
vibiae,1,NAME-M,0.996,0.653,0.000,0.004,0.996,0.000,0.000,0.000
vibinal,1,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
vibinnal,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
viiniiris,1,NAME-M,0.963,0.653,0.000,0.016,0.963,0.022,0.000,0.000
vilianias,1,NAME-M,0.946,0.653,0.000,0.054,0.946,0.000,0.000,0.000
vilinial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
vinac,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vinucenas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vinum,5,NAME-M,0.952,0.653,0.000,0.032,0.952,0.000,0.008,0.008
vinvchos,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
vipa,1,NAME-M,0.931,0.653,0.000,0.069,0.931,0.000,0.000,0.000
vipe,2,NAME-M,0.996,0.653,0.000,0.004,0.996,0.000,0.000,0.000
vipenas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vipenial,1,NAME-F,0.995,0.653,0.000,0.995,0.005,0.000,0.000,0.000
vipial,7,NAME-F,0.987,0.653,0.000,0.987,0.013,0.000,0.000,0.000
vipiaza,1,NAME-M,0.941,0.653,0.000,0.059,0.941,0.000,0.000,0.000
vipiesa,1,NAME-M,0.996,0.653,0.000,0.004,0.996,0.000,0.000,0.000
vipina,2,NAME-M,0.991,0.653,0.000,0.009,0.991,0.000,0.000,0.000
vipinaial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
vipines,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
vipinialisa,2,NAME-F,0.986,0.653,0.000,0.986,0.014,0.000,0.000,0.000
vipuzes,1,NAME-M,0.984,0.653,0.000,0.000,0.984,0.016,0.000,0.000
vipvesa,1,NAME-M,0.960,0.653,0.000,0.040,0.960,0.000,0.000,0.000
visceial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
visces,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.001,0.000,0.000
viscial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
viscna,1,NAME-M,0.929,0.653,0.000,0.041,0.929,0.030,0.000,0.000
viskesa,1,NAME-M,0.997,0.653,0.000,0.002,0.997,0.000,0.000,0.000
vitial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
vitlial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
vitlialisa,1,NAME-F,0.987,0.653,0.000,0.987,0.013,0.000,0.000,0.000
vivipinial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
vka,2,OTHER,0.928,0.653,0.000,0.002,0.070,0.928,0.000,0.000
vle,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vlpumpula,1,NAME-M,0.948,0.653,0.000,0.005,0.948,0.047,0.000,0.000
vnenaemlmluluvace,1,OTHER,0.981,0.653,0.000,0.000,0.019,0.981,0.000,0.000
voltios,1,OTHER,0.986,0.653,0.000,0.000,0.014,0.986,0.000,0.000
voltos,1,OTHER,0.992,0.653,0.000,0.000,0.007,0.992,0.000,0.000
votrvbia,1,NAME-F,0.914,0.653,0.000,0.914,0.084,0.001,0.001,0.000
vrlialisal,1,NAME-F,0.985,0.653,0.000,0.985,0.014,0.000,0.000,0.000
vth,1,OTHER,0.929,0.653,0.000,0.000,0.071,0.929,0.000,0.000
vtrias,1,NAME-M,0.984,0.653,0.000,0.002,0.984,0.014,0.000,0.000
vtt,1,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
vuisial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
vuisialial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
vuisias,1,NAME-M,0.987,0.653,0.000,0.013,0.987,0.000,0.000,0.000
vuisillnal,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
vuisin,1,NAME-F,0.964,0.653,0.000,0.964,0.035,0.000,0.000,0.000
vuisinial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
vulunice,1,OTHER,0.994,0.653,0.000,0.000,0.006,0.994,0.000,0.000
vumne,1,OTHER,0.990,0.653,0.000,0.000,0.009,0.990,0.000,0.000
vus,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
vvelus,1,NAME-M,0.990,0.653,0.000,0.000,0.990,0.010,0.000,0.000
vxor,2,OTHER,0.914,0.653,0.000,0.020,0.066,0.914,0.000,0.000
xachax,1,OTHER,0.998,0.653,0.000,0.001,0.001,0.998,0.000,0.000
xexiiii,1,OTHER,0.989,0.653,0.000,0.005,0.006,0.989,0.000,0.000
xiiin,1,OTHER,0.960,0.653,0.000,0.001,0.038,0.960,0.000,0.000
xiixx,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
xixi,1,OTHER,0.987,0.653,0.000,0.003,0.010,0.987,0.000,0.000
xlx,1,NAME-M,0.962,0.653,0.000,0.035,0.962,0.003,0.000,0.000
xuihvlies,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
xxiiix,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
xxr,1,OTHER,0.992,0.653,0.000,0.001,0.007,0.992,0.000,0.000
xxx,1,NAME-M,0.993,0.653,0.000,0.004,0.993,0.000,0.001,0.001
xxxiix,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
xxxxxxxxxxxxxxxxx,1,OTHER,0.989,0.653,0.000,0.003,0.008,0.989,0.000,0.000
zacinat,1,NAME-M,0.969,0.653,0.000,0.000,0.969,0.000,0.000,0.031
zaku,1,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
zale,1,NAME-M,0.992,0.653,0.000,0.000,0.992,0.007,0.000,0.000
zalus,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
zalzelriniie,1,OTHER,0.974,0.653,0.000,0.000,0.026,0.974,0.000,0.000
zarta,1,OTHER,0.950,0.653,0.000,0.001,0.050,0.950,0.000,0.000
zathrmis,1,OTHER,0.956,0.653,0.000,0.000,0.043,0.956,0.000,0.000
zathrums,1,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
zathrumsne,1,NAME-M,0.962,0.653,0.000,0.000,0.962,0.032,0.006,0.000
zatlath,1,NAME-M,0.921,0.653,0.000,0.001,0.921,0.077,0.001,0.000
zatneial,1,NAME-F,0.996,0.653,0.000,0.996,0.001,0.003,0.000,0.000
zavena,1,OTHER,0.923,0.653,0.000,0.000,0.077,0.923,0.000,0.000
zelcu,1,OTHER,0.974,0.653,0.000,0.001,0.026,0.974,0.000,0.000
zerapiu,1,OTHER,0.974,0.653,0.000,0.000,0.026,0.974,0.000,0.000
zerina,1,OTHER,0.973,0.653,0.000,0.000,0.026,0.973,0.000,0.000
zeris,2,NAME-M,0.978,0.653,0.000,0.022,0.978,0.000,0.000,0.000
zeth,3,NAME-M,0.941,0.653,0.000,0.001,0.941,0.058,0.000,0.000
zetun,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
zic,4,VERB,0.959,0.653,0.000,0.000,0.041,0.000,0.000,0.959
zichial,1,NAME-F,0.994,0.653,0.000,0.994,0.006,0.000,0.000,0.000
zichnial,1,NAME-F,0.993,0.653,0.000,0.993,0.007,0.000,0.000,0.000
zichuchez,1,OTHER,0.998,0.653,0.000,0.000,0.002,0.998,0.000,0.000
zichunce,1,OTHER,0.998,0.653,0.000,0.000,0.000,0.998,0.000,0.002
zila,1,VERB,0.983,0.653,0.000,0.000,0.016,0.000,0.001,0.983
zilachunthus,1,NAME-M,0.998,0.653,0.000,0.000,0.998,0.002,0.000,0.000
zilci,5,VERB,0.998,0.653,0.000,0.000,0.002,0.000,0.000,0.998
zilcti,3,VERB,1.000,0.653,0.000,0.000,0.000,0.000,0.000,1.000
zimarus,1,OTHER,0.959,0.653,0.000,0.000,0.041,0.959,0.000,0.000
zimite,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
zinttas,1,OTHER,0.970,0.653,0.000,0.000,0.030,0.970,0.000,0.000
zipanu,2,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
zipie,1,OTHER,0.995,0.653,0.000,0.000,0.005,0.995,0.000,0.000
zipz,1,OTHER,0.998,0.653,0.000,0.001,0.001,0.998,0.000,0.000
zirdu,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
zivi,1,OTHER,0.989,0.653,0.000,0.001,0.010,0.989,0.000,0.000
znal,1,NAME-F,0.991,0.653,0.000,0.991,0.004,0.005,0.000,0.000
zra,1,OTHER,0.980,0.653,0.000,0.004,0.016,0.980,0.000,0.000
zru,1,OTHER,0.979,0.653,0.000,0.000,0.021,0.979,0.000,0.000
zuchnaial,1,NAME-F,0.976,0.653,0.000,0.976,0.024,0.000,0.000,0.000
zuchnial,2,NAME-F,0.972,0.653,0.000,0.972,0.028,0.000,0.000,0.000
zuchu,1,OTHER,0.997,0.653,0.000,0.000,0.003,0.997,0.000,0.000
zuchuna,1,OTHER,0.994,0.653,0.000,0.000,0.006,0.994,0.000,0.000
zui,1,OTHER,0.994,0.653,0.000,0.005,0.001,0.994,0.000,0.000
zulusa,1,NAME-M,0.917,0.653,0.000,0.007,0.917,0.076,0.000,0.000
zureth,1,OTHER,0.997,0.653,0.000,0.000,0.003,0.997,0.000,0.000
acasri,1,NAME-F,0.787,0.476,0.000,0.787,0.183,0.015,0.000,0.015
achaprialicevenelusp,1,NAME-F,0.795,0.476,0.000,0.795,0.203,0.002,0.000,0.000
achu,2,NAME-M,0.747,0.476,0.000,0.005,0.747,0.244,0.000,0.004
acil,6,NAME-F,0.899,0.476,0.000,0.899,0.091,0.000,0.000,0.010
acnaicesa,1,NAME-M,0.782,0.476,0.000,0.140,0.782,0.078,0.000,0.000
acvilnas,1,NAME-M,0.753,0.476,0.000,0.002,0.753,0.244,0.000,0.000
aesa,1,NAME-M,0.816,0.476,0.000,0.001,0.816,0.183,0.000,0.000
afle,1,OTHER,0.740,0.476,0.000,0.000,0.260,0.740,0.000,0.000
aisar,2,NAME-M,0.878,0.476,0.000,0.058,0.878,0.064,0.000,0.000
aisecetati,1,NAME-F,0.801,0.476,0.000,0.801,0.010,0.189,0.000,0.000
aisiufimiu,1,OTHER,0.882,0.476,0.000,0.000,0.118,0.882,0.000,0.000
aithra,1,OTHER,0.895,0.476,0.000,0.075,0.030,0.895,0.000,0.000
akius,1,OTHER,0.769,0.476,0.000,0.000,0.231,0.769,0.000,0.000
alaiva,1,OTHER,0.808,0.476,0.000,0.009,0.183,0.808,0.000,0.000
ale,2,VERB,0.740,0.476,0.000,0.000,0.259,0.000,0.001,0.740
alfniesa,1,NAME-M,0.862,0.476,0.000,0.097,0.862,0.041,0.000,0.000
aliethi,1,NAME-F,0.878,0.476,0.000,0.878,0.122,0.000,0.000,0.000
almni,1,NAME-F,0.818,0.476,0.000,0.818,0.182,0.000,0.000,0.000
alp,1,NAME-M,0.743,0.476,0.000,0.213,0.743,0.000,0.015,0.029
alsase,1,NAME-M,0.825,0.476,0.000,0.017,0.825,0.000,0.054,0.103
althrasa,1,NAME-M,0.875,0.476,0.000,0.125,0.875,0.000,0.000,0.000
anai,1,OTHER,0.728,0.476,0.000,0.249,0.023,0.728,0.000,0.000
ancarna,1,NAME-M,0.878,0.476,0.000,0.081,0.878,0.041,0.000,0.000
anchar,1,OTHER,0.811,0.476,0.000,0.034,0.154,0.811,0.000,0.000
anein,1,NAME-M,0.843,0.476,0.000,0.157,0.843,0.000,0.000,0.000
anicisa,1,NAME-F,0.825,0.476,0.000,0.825,0.174,0.001,0.000,0.000
aniu,1,OTHER,0.803,0.476,0.000,0.001,0.197,0.803,0.000,0.000
apac,1,NAME-M,0.853,0.476,0.000,0.000,0.853,0.000,0.000,0.147
apalus,2,NAME-M,0.872,0.476,0.000,0.000,0.872,0.128,0.000,0.000
aparn,1,OTHER,0.874,0.476,0.000,0.001,0.125,0.874,0.000,0.000
aprthnai,1,NAME-F,0.709,0.476,0.000,0.709,0.034,0.257,0.000,0.000
apurth,1,OTHER,0.805,0.476,0.000,0.000,0.195,0.805,0.000,0.000
arathia,2,NAME-M,0.790,0.476,0.000,0.210,0.790,0.000,0.000,0.000
areuizies,1,NAME-M,0.771,0.476,0.000,0.000,0.771,0.229,0.000,0.000
arimn,1,OTHER,0.898,0.476,0.000,0.004,0.098,0.898,0.000,0.000
aripa,1,OTHER,0.841,0.476,0.000,0.013,0.147,0.841,0.000,0.000
arisalisa,1,NAME-F,0.847,0.476,0.000,0.847,0.153,0.000,0.000,0.000
arnthallarcesxxxa,1,NAME-M,0.713,0.476,0.000,0.106,0.713,0.182,0.000,0.000
arnthcacnislarisal,1,NAME-F,0.778,0.476,0.000,0.778,0.222,0.000,0.000,0.000
arnthei,1,NAME-F,0.769,0.476,0.000,0.769,0.054,0.177,0.000,0.000
arnthivthv,1,NAME-M,0.847,0.476,0.000,0.014,0.847,0.139,0.000,0.000
arnti,1,NAME-F,0.876,0.476,0.000,0.876,0.124,0.000,0.000,0.000
arntsalie,1,NAME-M,0.889,0.476,0.000,0.002,0.889,0.109,0.000,0.000
arnttheal,1,NAME-F,0.722,0.476,0.000,0.722,0.141,0.137,0.000,0.000
artethi,1,NAME-M,0.709,0.476,0.000,0.291,0.709,0.000,0.000,0.000
arthusi,1,NAME-M,0.815,0.476,0.000,0.185,0.815,0.000,0.000,0.000
arunthia,1,NAME-M,0.891,0.476,0.000,0.109,0.891,0.000,0.000,0.000
aruserialisa,1,NAME-F,0.745,0.476,0.000,0.745,0.255,0.000,0.000,0.000
arvntis,1,NAME-M,0.747,0.476,0.000,0.005,0.747,0.248,0.000,0.000
arz,1,NAME-M,0.755,0.476,0.000,0.034,0.755,0.212,0.000,0.000
arzal,2,NAME-M,0.755,0.476,0.000,0.245,0.755,0.000,0.000,0.000
asialise,1,OTHER,0.716,0.476,0.000,0.126,0.158,0.716,0.000,0.000
atakus,3,NAME-M,0.869,0.476,0.000,0.000,0.869,0.131,0.000,0.000
atana,2,OTHER,0.867,0.476,0.000,0.000,0.132,0.867,0.000,0.000
ataris,1,NAME-M,0.754,0.476,0.000,0.001,0.754,0.245,0.000,0.000
ates,1,NAME-M,0.746,0.476,0.000,0.000,0.746,0.254,0.000,0.000
athti,1,OTHER,0.889,0.476,0.000,0.086,0.025,0.889,0.000,0.000
atinatiasa,1,NAME-M,0.876,0.476,0.000,0.124,0.876,0.000,0.000,0.000
auletretra,1,OTHER,0.806,0.476,0.000,0.001,0.193,0.806,0.000,0.000
auliai,1,NAME-F,0.855,0.476,0.000,0.855,0.018,0.127,0.000,0.000
aulialisa,2,NAME-F,0.771,0.476,0.000,0.771,0.229,0.000,0.000,0.000
auln,1,OTHER,0.851,0.476,0.000,0.003,0.146,0.851,0.000,0.000
aulza,1,OTHER,0.716,0.476,0.000,0.000,0.284,0.716,0.000,0.000
auraeial,1,NAME-F,0.874,0.476,0.000,0.874,0.125,0.000,0.000,0.000
aveiesthi,1,NAME-M,0.718,0.476,0.000,0.088,0.718,0.194,0.000,0.000
avfidii,1,NAME-M,0.822,0.476,0.000,0.173,0.822,0.004,0.001,0.000
avi,1,NAME-M,0.814,0.476,0.000,0.028,0.814,0.158,0.000,0.000
avilusme,1,OTHER,0.790,0.476,0.000,0.008,0.202,0.790,0.000,0.000
aztaviav,1,NAME-M,0.722,0.476,0.000,0.094,0.722,0.184,0.000,0.000
barnaes,1,OTHER,0.734,0.476,0.000,0.000,0.265,0.734,0.000,0.000
caica,1,OTHER,0.881,0.476,0.000,0.032,0.087,0.881,0.000,0.000
calisne,1,NAME-M,0.810,0.476,0.000,0.190,0.810,0.000,0.000,0.000
calizamas,1,NAME-M,0.873,0.476,0.000,0.007,0.873,0.120,0.000,0.000
canznasa,2,NAME-M,0.790,0.476,0.000,0.210,0.790,0.000,0.000,0.000
capai,1,NAME-F,0.734,0.476,0.000,0.734,0.264,0.001,0.000,0.000
capnpasa,1,NAME-M,0.836,0.476,0.000,0.094,0.836,0.070,0.000,0.000
casne,1,OTHER,0.759,0.476,0.000,0.001,0.240,0.759,0.000,0.000
casrtos,1,OTHER,0.895,0.476,0.000,0.001,0.104,0.895,0.000,0.000
caurci,1,NAME-M,0.819,0.476,0.000,0.181,0.819,0.000,0.000,0.000
cazlaniez,1,NAME-M,0.864,0.476,0.000,0.039,0.864,0.095,0.001,0.000
cealc,1,VERB,0.807,0.476,0.000,0.191,0.002,0.000,0.000,0.807
cealchuz,1,NAME-M,0.899,0.476,0.000,0.100,0.899,0.001,0.000,0.000
ceie,1,OTHER,0.845,0.476,0.000,0.000,0.155,0.845,0.000,0.000
ceisei,1,NAME-F,0.762,0.476,0.000,0.762,0.010,0.228,0.000,0.000
ceisu,1,OTHER,0.804,0.476,0.000,0.010,0.186,0.804,0.000,0.000
ceizra,2,NAME-F,0.750,0.476,0.000,0.750,0.247,0.000,0.000,0.002
celi,1,NAME-F,0.894,0.476,0.000,0.894,0.105,0.000,0.000,0.000
