word,freq,known_gloss,concept_en,concept_ru,domain,lang,form,sim,tier
fulnei,2,ms-fulnei,river,река,geo,lat,flumen,0.750,B
fulneial,2,,river,река,geo,lat,flumen,0.750,B
fulnial,2,fulni,fuller,сукновал,craft,lat,fullo,0.750,B
fulnialisa,1,mrs-fulnis-daughters-husband,brick,кирпич,tech,grc,plinthos,0.800,B
fulnice,2,polynices,tablet,табличка,tech,grc,pinax,0.750,B
fulnies,1,,brick,кирпич,tech,grc,plinthos,0.800,B
fuluna,1,,river,река,geo,lat,flumen,0.750,B
fulunal,1,,fuller,сукновал,craft,lat,fullo,0.750,B
fulunei,1,,river,река,geo,lat,flumen,0.750,B
fulunial,1,,river,река,geo,lat,flumen,0.750,B
fulunialisa,1,,brick,кирпич,tech,grc,plinthos,0.800,B
fuluniasa,1,,brick,кирпич,tech,grc,plinthos,0.800,B
fulus,3,fulu,cat,кот,animal,lat,feles,1.000,B
fulusla,1,fulu,cat,кот,animal,lat,feles,0.750,B
fumethen,1,helpful,cloak,плащ,cloth,grc,himation,0.750,B
funchers,1,,anchor,якорь,tech,lat,ancora,0.750,B
fupiesa,1,,horse,лошадь,animal,grc,hippos,0.750,B
fupnina,2,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
furace,1,,dowry,приданое,social,grc,proix,1.000,B
furas,1,,cypress,кипарис,plantfood,heb,berosh,1.000,A
furazni,1,ms-furazni,cypress,кипарис,plantfood,heb,berosh,0.750,A
furialchu,1,alwaysofferingon-the-offeringdayin-the-d,dowry,приданое,social,grc,proix,0.750,B
furianas,1,,oven,печь,tech,lat,furnus,1.000,A
fursic,1,,cypress,кипарис,plantfood,heb,berosh,1.000,A
fursu,1,,cypress,кипарис,plantfood,heb,berosh,1.000,A
furthus,1,,door,дверь,tech,lat,porta,1.000,B
fusanas,1,,oven,печь,tech,grc,ipnos,0.750,A
fusla,1,,queen,царица,social,grc,basileia,1.000,B
fust,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
fustaneial,1,,letter-missive,письмо,tech,grc,epistole,0.800,A
fustnial,1,,letter-missive,письмо,tech,grc,epistole,0.800,A
fusuial,1,,queen,царица,social,grc,basileia,1.000,B
futhizars,1,,father,отец,kinship,grc,pater,0.750,A
futiesa,1,,jar,сосуд-пифос,vessel,grc,pithos,1.000,B
futumuza,1,a-little-wine-jar,river,река,geo,grc,potamos,1.000,B
fuvithun,1,,comb,гребень,adorn,lat,pecten,0.750,B
fuzetneial,1,mr-thanamrs-fuzetneismr-fethius,letter-missive,письмо,tech,grc,epistole,0.800,A
gamonymic,1,,cumin,тмин,plantfood,lat,cuminum,0.800,A
gestia,1,of-mrs-gestia,box-chest,ларь,household,lat,cista,1.000,B
hafrthi,1,,door,дверь,tech,lat,porta,0.750,B
halchza,1,,salt,соль,trade,grc,hals,0.750,B
halchze,1,,salt,соль,trade,grc,hals,0.750,B
hamethefi,1,,cloak,плащ,cloth,grc,himation,0.750,B
hamnal,1,,mule,мул,animal,grc,hemionos,0.750,B
hamnei,1,,mule,мул,animal,grc,hemionos,0.750,B
hantec,1,,divination,гадание,ritual,grc,mantike,0.750,B
hanthin,2,,sail,парус,tech,grc,histion,0.750,B
hanusa,2,,mule,мул,animal,grc,hemionos,0.750,B
haprna,1,,temple,храм,social,grc,hieron,0.750,B
harispex,1,,liver-divination,гадание-печень,ritual,lat,haruspicina,0.833,B
hasmuni,1,hashmuni,eight,восемь,measure,akk,samane,0.750,A
hasti,8,hasti,spear,копьё,tech,lat,hasta,1.000,B
hastia,6,,spear,копьё,tech,lat,hasta,1.000,B
hathles,1,,salt,соль,trade,grc,hals,0.750,B
hathrthi,2,,festival-day,праздник,time,grc,heorte,0.750,B
hausti,1,,spear,копьё,tech,lat,hasta,1.000,B
haustis,1,,enemy,враг,social,lat,hostis,1.000,B
havrnas,1,havrnas,temple,храм,social,grc,hieron,0.750,B
hechsth,6,pour,spear,копьё,tech,lat,hasta,0.750,B
hechz,4,,oath,клятва,social,grc,horkos,0.750,B
hekuntenas,1,,hundred,сто,measure,grc,hekaton,0.800,B
herace,1,,oath,клятва,social,grc,horkos,0.750,B
heramasva,1,,necklace,ожерелье,adorn,grc,hormos,0.800,B
heramve,1,,chariot,колесница,tech,grc,harma,0.750,B
herc,1,,oath,клятва,social,grc,horkos,0.750,B
hercele,1,,oath,клятва,social,grc,horkos,0.750,B
hercle,1,hercle,oath,клятва,social,grc,horkos,0.750,B
hercles,5,hercle,oath,клятва,social,grc,horkos,0.800,B
hercnas,1,hercna,oath,клятва,social,grc,horkos,0.800,B
hercolei,1,to-the-hero-hercules,oath,клятва,social,grc,horkos,0.750,B
hereklei,1,to-the-hero-hercules,oath,клятва,social,grc,horkos,0.750,B
herennia,1,,temple,храм,social,grc,hieron,0.750,B
herinal,1,,temple,храм,social,grc,hieron,1.000,B
herine,5,herine,temple,храм,social,grc,hieron,1.000,B
herini,3,,temple,храм,social,grc,hieron,1.000,B
herinial,1,,temple,храм,social,grc,hieron,1.000,B
herinisa,2,,temple,храм,social,grc,hieron,1.000,B
herme,1,,chariot,колесница,tech,grc,harma,1.000,B
hermes,1,,necklace,ожерелье,adorn,grc,hormos,1.000,B
hermesa,1,,chariot,колесница,tech,grc,harma,1.000,B
hermial,2,,chariot,колесница,tech,grc,harma,1.000,B
hermnei,2,,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
herti,1,,festival-day,праздник,time,grc,heorte,1.000,B
hetathasa,1,,cat,кот,animal,lat,cattus,0.750,B
hetrn,3,,plow,плуг,tech,grc,arotron,0.750,B
hetum,5,,barley,ячмень,plantfood,lat,hordeum,0.750,B
hilarnia,1,,lily,лилия,plantfood,grc,leirion,0.750,B
hirminaia,1,hirminai,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
hirumesi,1,hirume,necklace,ожерелье,adorn,grc,hormos,1.000,B
hirumina,1,hirumina,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
hisusa,1,,enemy,враг,social,lat,hostis,0.750,B
hsanie,1,mr-hastiesanie,sail,парус,tech,grc,histion,0.750,B
huinthnaias,1,,sail,парус,tech,grc,histion,0.750,B
hupnis,1,,oven,печь,tech,grc,ipnos,0.750,A
hursi,1,,priest,жрец,social,grc,hiereus,1.000,B
hursic,1,,priest,жрец,social,grc,hiereus,1.000,B
husina,1,,sail,парус,tech,grc,histion,0.750,B
huslna,1,,sail,парус,tech,grc,histion,0.750,B
huslne,2,,sail,парус,tech,grc,histion,0.750,B
husur,2,children,evening,вечер,nature,grc,hespera,0.750,B
huteri,1,,water,вода,ritual,grc,hydor,0.750,B
huthis,2,,road,дорога,tech,grc,hodos,1.000,B
huzetnas,1,,sail,парус,tech,grc,histion,1.000,B
iafercle,1,mr-velusiasmr-ferclesdaughters-husband,jug,кувшин,vessel,grc,prochoos,0.750,B
iailkouesi,1,,word,слово,social,grc,logos,1.000,B
ialikouesi,1,,word,слово,social,grc,logos,1.000,B
icalusnal,1,the-mothersmrscalusnis,key,ключ,tech,grc,kleis,0.750,B
ichnac,1,how,five,пять,measure,lat,quinque,1.000,B
icleri,1,,knife,нож,tech,lat,culter,0.750,B
iculneial,1,,cloak,плащ,cloth,grc,chlaina,1.000,B
icurcsiu,1,,copper,медь,trade,grc,chalkos,0.750,B
iepeten,1,,comb,гребень,adorn,lat,pecten,0.750,B
iesapainache,1,,trumpet,труба,music,grc,salpinx,0.800,B
iisvrivs,1,,slave,раб,social,lat,servus,0.800,B
iokipedu,1,iokipedupdufemokrikamenetbie,head,голова,body,lat,caput,1.000,B
iorkes,1,,jug,кувшин,vessel,lat,urceus,1.000,B
ipasikam,1,for-myselfthis-one-also,fish,рыба,animal,lat,piscis,0.750,B
ipavesi,1,,small,малый,quality,lat,parvus,0.750,B
irisis,1,,bear,медведь,animal,lat,ursus,1.000,B
iserithesi,1,,priest,жрец,social,lat,sacerdos,0.800,B
islevi,1,,forest,лес,geo,lat,silva,1.000,B
isvanec,1,,king,царь,social,grc,wanax,0.750,B
itanim,1,,gift,дар,social,lat,donum,1.000,B
itinthni,1,themanfromaegina,weight-talent,талант-вес,tech,grc,talanton,0.800,B
itrile,1,,ladle-dipper,черпак,vessel,lat,trulla,0.750,B
izarfneth,1,,snake,змея,animal,lat,serpens,0.800,B
kaiknas,1,,dog,собака,animal,lat,canis,0.750,B
kailes,1,,key,ключ,tech,grc,kleis,1.000,B
kainuas,1,of-marzabotto,dog,собака,animal,lat,canis,1.000,B
kakas,1,,copper,медь,trade,grc,chalkos,0.750,B
kalisnies,1,,oven,печь,tech,grc,klibanos,0.800,A
kalsus,1,,key,ключ,tech,grc,kleis,1.000,B
kampano,1,campanian,cumin,тмин,plantfood,akk,kamunu,0.750,A
kamsa,1,mr-kames-daughters-husband,marriage,брак,social,grc,gamos,1.000,B
kanzinaia,1,kanzinai,basket,корзина,vessel,grc,kaneon,0.750,B
kapes,1,,sword,меч,tech,grc,xiphos,1.000,B
kappano,1,campanian,boundary-stone,межевой камень,social,lat,cippus,0.750,B
kaprus,1,,goat,коза,animal,lat,capra,1.000,B
kapusa,1,,sword,меч,tech,grc,xiphos,1.000,B
karas,1,,pig,свинья,animal,grc,choiros,1.000,B
karkanas,2,karkana,helmet,шлем,tech,grc,kranos,0.800,B
karkus,2,do-notme-my-very-own-selfputto-use iimr-,copper,медь,trade,grc,chalkos,0.750,B
karsus,1,,pig,свинья,animal,grc,choiros,1.000,B
kartazie,1,kartazie,priest,жрец,social,lat,sacerdos,0.800,B
kasios,2,kasios,cheese,сыр,plantfood,lat,caseus,1.000,B
kastur,2,thegodcastor,knife,нож,tech,lat,culter,0.750,B
kasutru,1,thegodcastor,knife,нож,tech,lat,culter,0.750,B
kathles,1,,cedar,кедр,plantfood,grc,kedros,0.750,A
kathrnies,1,,cedar,кедр,plantfood,grc,kedros,0.800,A
katilas,1,katila,cedar,кедр,plantfood,grc,kedros,0.750,A
kativates,1,mr-kativates,cat,кот,animal,lat,cattus,0.800,B
kavies,2,,beer,пиво,plantfood,lat,cervesia?,0.750,B
kavthas,1,kautha,cat,кот,animal,lat,cattus,0.750,B
kemenelus,1,,cumin,тмин,plantfood,lat,cuminum,0.750,A
kemne,1,,cumin,тмин,plantfood,akk,kamunu,1.000,A
kepriu,1,,goat,коза,animal,lat,capra,1.000,B
kfsiloi,1,,sword,меч,tech,grc,xiphos,0.750,B
kifinas,1,,oven,печь,tech,grc,klibanos,0.800,A
kilnas,1,feimnie,cloak,плащ,cloth,grc,chlaina,1.000,B
kilneialisa,1,,cloak,плащ,cloth,grc,chlaina,0.750,B
klan,3,mrs-arkanis,cloak,плащ,cloth,grc,chlaina,1.000,B
klutias,1,,sword,меч,tech,lat,gladius,1.000,B
knaes,1,,dog,собака,animal,lat,canis,1.000,B
kraikes,1,,copper,медь,trade,grc,chalkos,0.750,B
kramuries,1,mr-kramuries,to-burn,жечь,action,lat,cremare,1.000,B
krathes,1,,letter-missive,письмо,tech,akk,egertu?,1.000,A
kreniasi,1,,helmet,шлем,tech,grc,kranos,1.000,B
krutpus,1,,letter-missive,письмо,tech,akk,egertu?,0.750,A
kuleniiesi,1,,oven,печь,tech,grc,klibanos,0.800,A
kuninasi,2,to-mr-kunina,basket,корзина,vessel,grc,kaneon,0.750,B
kurpu,1,,to-write,писать,action,grc,grapho,1.000,B
kurves,1,,beer,пиво,plantfood,lat,cervesia?,1.000,B
kzurtiu,1,,letter-missive,письмо,tech,akk,egertu?,0.750,A
lacane,1,,lamp,светильник,tech,lat,lucerna,0.750,B
lacepeni,1,,lamp,светильник,tech,lat,lucerna,0.750,B
lachth,1,,bed,кровать,household,lat,lectus,0.750,B
lachus,1,,word,слово,social,grc,logos,1.000,B
lachuth,2,,bed,кровать,household,lat,lectus,0.750,B
lacth,1,,bed,кровать,household,lat,lectus,0.750,B
lairis,1,,cat,кот,animal,grc,ailouros,1.000,B
laiveism,1,left,key,ключ,tech,lat,clavis,0.750,B
laivuzas,1,,key,ключ,tech,lat,clavis,0.750,B
lakut,1,,bed,кровать,household,lat,lectus,0.750,B
lalarmic,1,,lily,лилия,plantfood,lat,lilium,0.750,B
lalas,1,,earth,земля,ritual,lat,tellus,0.750,B
lanfesa,1,,ivory,слоновая кость,trade,grc,elephas,0.750,B
lanialisa,2,mrs-lanis-daughters-husband,ring,кольцо,adorn,lat,anulus,0.750,B
lanies,1,,incense,благовоние,trade,grc,libanos,0.750,B
lapanas,1,lapanas,incense,благовоние,trade,grc,libanos,1.000,B
lapenas,1,,incense,благовоние,trade,grc,libanos,1.000,B
lapivs,1,,ivory,слоновая кость,trade,grc,elephas,0.750,B
lapnas,1,,incense,благовоние,trade,grc,libanos,1.000,B
lapse,2,,ivory,слоновая кость,trade,grc,elephas,1.000,B
lapthi,1,,libation,возлияние,social,lat,libatio,1.000,B
laramni,1,,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
laran,5,thegodmars,lily,лилия,plantfood,grc,leirion,1.000,B
larcana,1,,lily,лилия,plantfood,grc,leirion,0.750,B
larcanaia,1,,lily,лилия,plantfood,grc,leirion,0.750,B
larcanial,1,,lily,лилия,plantfood,grc,leirion,0.750,B
larces,4,larce,jug,кувшин,vessel,grc,prochoos,0.750,B
larcesa,1,,jug,кувшин,vessel,grc,prochoos,0.750,B
larcesas,1,,jug,кувшин,vessel,grc,prochoos,0.750,B
larchus,2,mr-larismrs-fepnis,jug,кувшин,vessel,grc,prochoos,0.750,B
larcna,4,,lily,лилия,plantfood,grc,leirion,0.750,B
larcnal,1,,lily,лилия,plantfood,grc,leirion,0.750,B
larcnas,2,,lamp,светильник,tech,grc,lychnos,0.800,B
larcnasa,3,,lamp,светильник,tech,grc,lychnos,0.800,B
larcnei,3,ms-larcnei,lily,лилия,plantfood,grc,leirion,0.750,B
larcnial,1,,lily,лилия,plantfood,grc,leirion,0.750,B
larecesi,1,larece,jug,кувшин,vessel,grc,prochoos,0.750,B
larices,4,larice,jug,кувшин,vessel,grc,prochoos,0.750,B
larinal,1,,lily,лилия,plantfood,grc,leirion,1.000,B
laris,24,laris,cat,кот,animal,grc,ailouros,1.000,B
larisa,4,laris,cat,кот,animal,grc,ailouros,1.000,B
larisal,8,laris,cat,кот,animal,grc,ailouros,1.000,B
larisalc,2,laris,cat,кот,animal,grc,ailouros,0.750,B
larisale,1,laris,cat,кот,animal,grc,ailouros,0.750,B
larisalisa,4,laris,cat,кот,animal,grc,ailouros,0.750,B
larisasas,1,,cat,кот,animal,grc,ailouros,0.750,B
larisc,1,larish,cat,кот,animal,grc,ailouros,1.000,B
larisus,2,,cat,кот,animal,grc,ailouros,1.000,B
larisusa,8,mr-lariss-daughters-husband,cat,кот,animal,grc,ailouros,1.000,B
lariza,1,lariza,cat,кот,animal,grc,ailouros,1.000,B
larizac,1,lariza,cat,кот,animal,grc,ailouros,1.000,B
larizuz,1,,cat,кот,animal,grc,ailouros,0.750,B
larn,1,,lily,лилия,plantfood,grc,leirion,1.000,B
larna,1,,lily,лилия,plantfood,grc,leirion,1.000,B
larnei,3,ms-larnei,lily,лилия,plantfood,grc,leirion,1.000,B
larneial,1,,lily,лилия,plantfood,grc,leirion,1.000,B
larnial,2,mrs-larisis-daughters-husband,lily,лилия,plantfood,grc,leirion,1.000,B
lars,2,,cat,кот,animal,grc,ailouros,1.000,B
larsal,1,,cat,кот,animal,grc,ailouros,1.000,B
larste,2,,cat,кот,animal,grc,ailouros,0.750,B
larstial,3,mrs-larstis,cat,кот,animal,grc,ailouros,0.750,B
larthas,2,,cat,кот,animal,grc,ailouros,0.750,B
larthes,1,,cat,кот,animal,grc,ailouros,0.750,B
larthian,1,mr-larthian,rose,роза,plantfood,grc,wrodon,0.750,B
larthias,3,mr-larthialevesmrchaesmrs-velchainis,cat,кот,animal,grc,ailouros,0.750,B
larthiesa,1,,cat,кот,animal,grc,ailouros,0.750,B
larthiias,1,,cat,кот,animal,grc,ailouros,0.750,B
larthina,1,,rose,роза,plantfood,grc,wrodon,0.750,B
larthisas,1,,cat,кот,animal,grc,ailouros,0.750,B
larthiza,1,,cat,кот,animal,grc,ailouros,0.750,B
larthizas,1,,cat,кот,animal,grc,ailouros,0.750,B
larthru,1,,brick,кирпич,tech,lat,later,0.750,B
larthuriu,1,,brick,кирпич,tech,lat,later,0.750,B
larthurus,1,,brick,кирпич,tech,lat,later,0.750,B
larthus,12,,cat,кот,animal,grc,ailouros,0.750,B
larthusc,1,aand-his-nephews-alsomrvelchecusumr-aule,cat,кот,animal,grc,ailouros,0.750,B
lartus,1,mr-lartsmrs-cilnismr-vels-daughtershusba,cat,кот,animal,grc,ailouros,0.750,B
laruns,1,,lily,лилия,plantfood,grc,leirion,1.000,B
larus,2,laru,cat,кот,animal,grc,ailouros,1.000,B
larusi,1,,cat,кот,animal,grc,ailouros,1.000,B
larz,2,,cat,кот,animal,grc,ailouros,1.000,B
larza,12,for-mr-lucioscapros,cat,кот,animal,grc,ailouros,1.000,B
larzas,2,,cat,кот,animal,grc,ailouros,1.000,B
larzile,1,mr-little-larth,cat,кот,animal,grc,ailouros,0.750,B
larziu,1,,cat,кот,animal,grc,ailouros,1.000,B
larznal,1,,cat,кот,animal,grc,ailouros,0.750,B
larzniesa,2,mr-larznies-daughters-husband,cat,кот,animal,grc,ailouros,0.750,B
larzu,1,,cat,кот,animal,grc,ailouros,1.000,B
lasasial,1,ms-lasasis,bee,пчела,animal,grc,melissa,0.750,B
latherna,1,latherna,amber,янтарь,trade,grc,elektron,0.800,B
lathialus,1,,slave,раб,social,grc,doulos,0.750,B
lathianeinia,1,,linen,лён,trade,grc,linon,0.750,B
latinas,1,,incense,благовоние,trade,grc,libanos,0.750,B
latinis,1,,incense,благовоние,trade,grc,libanos,0.750,B
latinisa,2,,incense,благовоние,trade,grc,libanos,0.750,B
latithes,1,,cat,кот,animal,lat,cattus,0.750,B
laucane,1,,lamp,светильник,tech,lat,lucerna,0.750,B
laucanias,1,mr-laucanias,lamp,светильник,tech,grc,lychnos,0.800,B
lauchmsal,1,,word,слово,social,grc,logos,0.750,B
lauchumasas,1,,word,слово,social,grc,logos,0.750,B
lauchumes,1,,word,слово,social,grc,logos,0.750,B
lauchumesa,1,laukhume,word,слово,social,grc,logos,0.750,B
laucies,2,laucies,word,слово,social,grc,logos,1.000,B
laucini,1,,lamp,светильник,tech,lat,lucerna,0.750,B
laucinial,1,,lamp,светильник,tech,lat,lucerna,0.750,B
lauciniesa,1,,lamp,светильник,tech,grc,lychnos,0.800,B
laurstia,1,,cat,кот,animal,grc,ailouros,0.750,B
lausisa,1,laushisha,bee,пчела,animal,grc,melissa,0.750,B
lautnithas,3,mr-tarnasmrs-larthisslavesmr-velsslaves,elephant,слон,animal,lat,elephantus,0.800,B
lautnithasa,1,,elephant,слон,animal,lat,elephantus,0.800,B
lcais,1,mr-luciuscaisennius,word,слово,social,grc,logos,1.000,B
lchn,1,,lamp,светильник,tech,lat,lucerna,0.750,B
lebamsu,1,,ivory,слоновая кость,trade,grc,elephas,0.750,B
lechtumuza,1,oil-flask,bed,кровать,household,lat,lectus,0.800,B
lecin,4,,lamp,светильник,tech,lat,lucerna,0.750,B
lecne,2,,lamp,светильник,tech,lat,lucerna,0.750,B
lecnes,1,mr-lecnes,lamp,светильник,tech,grc,lychnos,0.800,B
lecnesa,3,,lamp,светильник,tech,grc,lychnos,0.800,B
lecusti,1,,word,слово,social,grc,logos,0.750,B
leeamsul,1,,enemy,враг,social,grc,polemios,0.750,B
lefaria,1,,child,ребёнок,kinship,lat,liberi,1.000,B
lefns,1,,incense,благовоние,trade,grc,libanos,1.000,B
leganal,1,,lamp,светильник,tech,lat,lucerna,0.750,B
leialisa,1,,earth,земля,ritual,lat,tellus,0.750,B
leializa,1,,earth,земля,ritual,lat,tellus,0.750,B
leichunias,3,mr-leichunias,lamp,светильник,tech,grc,lychnos,0.800,B
leinies,2,leinies,incense,благовоние,trade,grc,libanos,0.750,B
leitrum,1,,brick,кирпич,tech,lat,later,1.000,B
leives,1,,key,ключ,tech,lat,clavis,0.750,B
lemnisa,1,lemni,harbor,гавань,social,grc,limen,1.000,B
lenetm,1,lenetm,weight-talent,талант-вес,tech,lat,talentum,0.800,B
lenties,1,,elephant,слон,animal,lat,elephantus,0.800,B
leoamsul,2,,enemy,враг,social,grc,polemios,0.750,B
leoms,1,,enemy,враг,social,grc,polemios,0.750,B
lernial,1,,lily,лилия,plantfood,grc,leirion,1.000,B
lescul,1,,shekel-weight,сикль,tech,akk,shiqlu,0.750,A
letaria,1,letaria,brick,кирпич,tech,lat,later,1.000,B
lethamsul,2,lethams,house,дом,tech,grc,domos,0.750,A
lethes,1,lethe,stone,камень,geo,grc,lithos,1.000,B
letheusa,1,,stone,камень,geo,grc,lithos,1.000,B
lethias,1,,stone,камень,geo,grc,lithos,1.000,B
lethiusa,1,,stone,камень,geo,grc,lithos,1.000,B
libra,1,,child,ребёнок,kinship,lat,liberi,1.000,B
licenesi,1,licene,lamp,светильник,tech,grc,lychnos,0.800,B
licnia,1,ms-licnia,lamp,светильник,tech,lat,lucerna,0.750,B
liepiastha,1,,ivory,слоновая кость,trade,grc,elephas,0.750,B
liibro,1,,child,ребёнок,kinship,lat,liberi,1.000,B
liintinia,1,mrs-lentinia,weight-talent,талант-вес,tech,grc,talanton,0.800,B
llasaial,1,,earth,земля,ritual,lat,tellus,0.750,B
lmsen,1,,harbor,гавань,social,grc,limen,0.750,B
lpan,1,,incense,благовоние,trade,grc,libanos,0.750,B
ltruce,1,mr-veltruces,brick,кирпич,tech,lat,later,0.750,B
lucania,1,,lamp,светильник,tech,lat,lucerna,0.750,B
lucer,1,lucer,lamp,светильник,tech,lat,lucerna,0.750,B
luchrias,1,,pig,свинья,animal,grc,choiros,0.750,B
luchumnial,1,,purple dye,пурпур,trade,heb,argaman,0.750,A
luchumus,1,the-king,word,слово,social,grc,logos,0.750,B
lucies,1,,word,слово,social,grc,logos,1.000,B
lucinas,1,,lamp,светильник,tech,grc,lychnos,0.800,B
luesnas,3,,incense,благовоние,trade,grc,libanos,0.750,B
lufaniom,1,,linen,лён,trade,lat,linum,0.750,B
lulesa,1,,earth,земля,ritual,lat,tellus,0.750,B
lulias,1,,earth,земля,ritual,lat,tellus,0.750,B
lunasie,1,,incense,благовоние,trade,grc,libanos,0.750,B
lurcni,1,ms-lurcni,lily,лилия,plantfood,grc,leirion,0.750,B
lurs,1,,cat,кот,animal,grc,ailouros,1.000,B
lusas,1,lusha,bee,пчела,animal,grc,melissa,0.750,B
luscnas,1,,lamp,светильник,tech,grc,lychnos,0.800,B
lustres,1,,iron,железо,trade,grc,sideros,0.800,B
luths,1,sacred area,stone,камень,geo,grc,lithos,1.000,B
luthumas,1,,house,дом,tech,grc,domos,0.750,A
luvcies,2,,village,деревня,social,lat,vicus,0.750,B
lvsl,1,inthegoddessluvsnistemple,key,ключ,tech,lat,clavis,0.750,B
lxchna,1,,lamp,светильник,tech,lat,lucerna,0.750,B
maakriis,1,the-senate-of-avrvnca,knife,нож,tech,grc,machaira,1.000,B
maalnas,1,,apple,яблоко,plantfood,grc,melon,1.000,B
macanial,1,,big,большой,quality,lat,magnus,0.750,B
maceries,1,,small,малый,quality,grc,mikros,1.000,B
machs,1,,friend-ally,друг,social,lat,amicus,1.000,B
macias,1,,friend-ally,друг,social,lat,amicus,1.000,B
macn,1,,big,большой,quality,lat,magnus,0.750,B
macuni,1,,big,большой,quality,lat,magnus,0.750,B
macunial,1,,big,большой,quality,lat,magnus,0.750,B
macutes,1,,mercenary-soldier,воин,social,grc,machetes?,1.000,B
madicioeco,1,,physician,врач,social,lat,medicus,0.750,B
makriis,1,the-senate-of-avrvnca,small,малый,quality,grc,mikros,1.000,B
malakasi,1,beautiful,copper,медь,trade,grc,chalkos,0.750,B
malana,2,mirror,apple,яблоко,plantfood,grc,melon,1.000,B
malavis,1,thegoddessreflectionofbeauty,mule,мул,animal,lat,mulus,0.750,B
malni,1,,apple,яблоко,plantfood,grc,melon,1.000,B
manalcu,1,,necklace,ожерелье,adorn,lat,monile,0.750,B
manies,1,,hand,рука,body,lat,manus,1.000,B
manim,3,funerary monument,cumin,тмин,plantfood,lat,cuminum,0.750,A
maninasa,1,,month,месяц,time,lat,mensis,0.750,B
manince,1,offered,divination,гадание,ritual,grc,mantike,0.750,B
manth,3,,mint,мята,plantfood,grc,minthe,1.000,B
mantheate,1,,mint,мята,plantfood,grc,minthe,0.750,B
marces,6,mr-marces,jug,кувшин,vessel,grc,prochoos,0.750,B
marchnas,1,,big,большой,quality,lat,magnus,0.800,B
marcias,1,,jug,кувшин,vessel,grc,prochoos,0.750,B
marcna,1,,queen,царица,social,lat,regina,0.750,B
marcnal,2,,queen,царица,social,lat,regina,0.750,B
marcnas,2,,big,большой,quality,lat,magnus,0.800,B
marcnei,3,mrs-marcnei,queen,царица,social,lat,regina,0.750,B
marcni,1,,queen,царица,social,lat,regina,0.750,B
marcnial,5,,queen,царица,social,lat,regina,0.750,B
marcniesa,2,,big,большой,quality,lat,magnus,0.800,B
marias,1,,wall,стена,tech,lat,murus,1.000,B
maricane,1,,queen,царица,social,lat,regina,0.750,B
maricanial,1,,queen,царица,social,lat,regina,0.750,B
marifrii,1,,purple dye,пурпур,trade,lat,purpura,0.750,A
marisl,2,,wall,стена,tech,lat,murus,1.000,B
marks,1,,jug,кувшин,vessel,grc,prochoos,0.750,B
maronatei,1,within-their-priestly-magistracy,mint,мята,plantfood,grc,minthe,0.750,B
marsvas,1,thesatyrmarsyas,wall,стена,tech,lat,murus,0.750,B
martith,1,,husband,муж,kinship,lat,maritus,0.750,B
marunas,1,,measure-unit,мера,tech,grc,metron,0.750,B
marutial,1,,husband,муж,kinship,lat,maritus,0.750,B
marzac,1,,wall,стена,tech,lat,murus,1.000,B
marzial,1,,wall,стена,tech,lat,murus,1.000,B
maslnei,1,,apple,яблоко,plantfood,grc,melon,0.750,B
masmumus,1,,sesame,кунжут,plantfood,lat,sesamum,0.750,B
masnial,2,,necklace,ожерелье,adorn,lat,monile,0.750,B
matan,2,fortheir-afterlife,measure-unit,мера,tech,grc,metron,0.750,B
matani,1,alsothe-flenznate---------------ce------,measure-unit,мера,tech,grc,metron,0.750,B
matausnial,1,,measure-unit,мера,tech,grc,metron,0.750,B
mathcva,1,,physician,врач,social,lat,medicus,0.750,B
mathcvac,1,,physician,врач,social,lat,medicus,0.750,B
matiasa,1,,husband,муж,kinship,lat,maritus,0.750,B
matnie,1,,measure-unit,мера,tech,grc,metron,0.750,B
matrnsl,1,matrns,measure-unit,мера,tech,grc,metron,0.800,B
matruialisa,1,,measure-unit,мера,tech,grc,metron,0.750,B
matunai,1,matunai,measure-unit,мера,tech,grc,metron,0.750,B
matunas,3,matunas,hand,рука,body,lat,manus,0.750,B
matunasa,1,,hand,рука,body,lat,manus,0.750,B
matvesi,1,,physician,врач,social,lat,medicus,0.750,B
mecests,1,,friend-ally,друг,social,lat,amicus,0.750,B
mechlum,1,,market,рынок,social,lat,macellum,0.800,B
mefanates,1,mefanate,elephant,слон,animal,lat,elephantus,0.800,B
mehnatial,1,,mint,мята,plantfood,grc,minthe,0.750,B
meineial,1,mr-thanamrs-meineismrs-varnis-daughters-,necklace,ожерелье,adorn,lat,monile,1.000,B
melacre,1,meleager,knife,нож,tech,grc,machaira,0.750,B
melakre,1,meleager,knife,нож,tech,grc,machaira,0.750,B
melchrial,1,,knife,нож,tech,grc,machaira,0.750,B
meletem,1,,apple,яблоко,plantfood,lat,malum,0.750,B
meliacr,1,meleager,knife,нож,tech,grc,machaira,0.750,B
meliacre,1,meliager,knife,нож,tech,grc,machaira,0.750,B
melneail,1,,apple,яблоко,plantfood,grc,melon,1.000,B
melutasa,2,meluta,mule,мул,animal,lat,mulus,0.750,B
