word,freq,known_gloss,concept_en,concept_ru,domain,lang,form,sim,tier
prumathnal,1,,sheep,овца,animal,grc,probaton,0.800,B
prumathnial,1,,sheep,овца,animal,grc,probaton,0.800,B
prumaths,1,great grandson,harbor,гавань,social,lat,portus,0.800,B
prumtus,1,,harbor,гавань,social,lat,portus,0.800,B
prusathn,1,,sheep,овца,animal,grc,probaton,0.800,B
pruth,1,,door,дверь,tech,lat,porta,1.000,B
ptrui,1,,father,отец,kinship,grc,pater,1.000,A
pucsina,1,,fig,инжир,plantfood,lat,ficus,0.750,B
pucsinial,1,,fig,инжир,plantfood,lat,ficus,0.750,B
pucsiniesa,1,,fig,инжир,plantfood,lat,ficus,0.750,B
pufasa,1,,horse,лошадь,animal,grc,hippos,0.750,B
pufluna,3,populonia,people-community,народ,social,lat,populus,0.750,B
pulenas,2,of-mr-larispulenasonof-mr-larcegrandfath,brick,кирпич,tech,grc,plinthos,0.800,B
pulfialisa,1,,papyrus,папирус,trade,grc,byblos,0.800,B
pulfna,3,,river,река,geo,lat,flumen,0.750,B
pulfnal,1,,river,река,geo,lat,flumen,0.750,B
pulfnas,1,,oven,печь,tech,grc,klibanos,0.800,A
pulfnasa,3,,oven,печь,tech,grc,klibanos,0.800,A
pulfnei,1,mrs-pulfnei,river,река,geo,lat,flumen,0.750,B
pulfneial,4,mr-thanamrs-pulfneimrs-patacsis-sons-wif,river,река,geo,lat,flumen,0.750,B
pulfnial,2,,river,река,geo,lat,flumen,0.750,B
pulias,1,pulia,cat,кот,animal,lat,feles,1.000,B
puliasa,1,,cat,кот,animal,lat,feles,1.000,B
pumpana,1,,to-take,брать,action,grc,lambano,0.750,B
pumpna,1,,to-take,брать,action,grc,lambano,0.750,B
pumpnasa,1,mr-pumpnas-daughtershusband,to-take,брать,action,grc,lambano,0.750,B
pumpual,4,pumpui,fibula-pin,фибула,adorn,lat,fibula,0.750,B
pumpuial,4,mr-thanamrs-pumpuismr-velchs,fibula-pin,фибула,adorn,lat,fibula,0.750,B
pumpun,1,pumpuna,to-take,брать,action,grc,lambano,0.750,B
pumpunas,1,of-mr-pumpuna,to-take,брать,action,grc,lambano,0.750,B
pumpuni,2,,to-take,брать,action,grc,lambano,0.750,B
pumpunial,2,,to-take,брать,action,grc,lambano,0.750,B
pumpuniesa,1,,to-take,брать,action,grc,lambano,0.750,B
pumpus,1,,altar,алтарь,social,grc,bomos,0.750,B
pumpusa,1,,altar,алтарь,social,grc,bomos,0.750,B
puntas,1,,sea,море,geo,grc,pontos,1.000,B
puntna,1,,sea,море,geo,grc,pontos,0.750,B
pupainaial,1,,fibula-pin,фибула,adorn,lat,fibula,0.750,B
pupainal,1,,fibula-pin,фибула,adorn,lat,fibula,0.750,B
pupainial,1,,fibula-pin,фибула,adorn,lat,fibula,0.750,B
puparas,1,,to-drink,пить,action,lat,bibere,1.000,B
pupiasa,1,,horse,лошадь,animal,grc,hippos,0.750,B
puple,3,mr-puple,fibula-pin,фибула,adorn,lat,fibula,1.000,B
puples,2,mr-puples,people-community,народ,social,lat,populus,1.000,B
pupli,1,ms-pupli,fibula-pin,фибула,adorn,lat,fibula,1.000,B
puplia,1,,fibula-pin,фибула,adorn,lat,fibula,1.000,B
puplial,3,mr-larthcaupnemr-larissmrs-puplis,fibula-pin,фибула,adorn,lat,fibula,1.000,B
puplie,3,mr-puplie,fibula-pin,фибула,adorn,lat,fibula,1.000,B
puplies,4,mr-puplies,people-community,народ,social,lat,populus,1.000,B
puplina,1,mr-puplina,people-community,народ,social,lat,populus,0.750,B
puplinas,1,,people-community,народ,social,lat,populus,0.800,B
pupline,1,,people-community,народ,social,lat,populus,0.750,B
puplinial,2,,people-community,народ,social,lat,populus,0.750,B
pupliza,1,,people-community,народ,social,lat,populus,1.000,B
puplnas,1,,people-community,народ,social,lat,populus,0.800,B
puplnial,1,,people-community,народ,social,lat,populus,0.750,B
pupluna,2,the-town-of-populonia,people-community,народ,social,lat,populus,0.750,B
pupnas,1,,oven,печь,tech,grc,ipnos,0.750,A
pupuial,1,,fibula-pin,фибула,adorn,lat,fibula,1.000,B
purcesa,1,,jug,кувшин,vessel,grc,prochoos,1.000,B
purnas,1,,fibula-pin,фибула,adorn,grc,perone,1.000,B
purnei,3,mrs-purnei,fibula-pin,фибула,adorn,grc,perone,1.000,B
purneial,2,mrs-purneis,fibula-pin,фибула,adorn,grc,perone,1.000,B
purni,3,arcali,fibula-pin,фибула,adorn,grc,perone,1.000,B
purnial,5,,fibula-pin,фибула,adorn,grc,perone,1.000,B
purnisa,1,,fibula-pin,фибула,adorn,grc,perone,1.000,B
purtheun,1,porthaon,sheep,овца,animal,grc,probaton,0.800,B
purthies,2,,harbor,гавань,social,lat,portus,1.000,B
puruhem,1,,iron,железо,trade,lat,ferrum,0.750,B
puruniesa,1,,oven,печь,tech,lat,furnus,1.000,A
puruthn,1,,sheep,овца,animal,grc,probaton,0.800,B
pusli,1,,queen,царица,social,grc,basileia,1.000,B
puthecnes,1,of-mr-puthecne,bow,лук-оружие,tech,grc,toxon,0.750,B
puths,2,is placed,jar,сосуд-пифос,vessel,grc,pithos,1.000,B
putina,2,flask,comb,гребень,adorn,lat,pecten,0.750,B
putinas,2,,comb,гребень,adorn,lat,pecten,0.750,B
putiza,1,,jar,сосуд-пифос,vessel,grc,pithos,1.000,B
putnam,1,,comb,гребень,adorn,lat,pecten,0.750,B
puvarnial,1,,fibula-pin,фибула,adorn,grc,perone,0.750,B
pvblii,1,,fibula-pin,фибула,adorn,lat,fibula,0.750,B
pvblis,1,,papyrus,папирус,trade,grc,byblos,0.800,B
pvrneial,1,,fibula-pin,фибула,adorn,grc,perone,0.750,B
qupes,1,qupe,sword,меч,tech,grc,xiphos,1.000,B
qurianas,1,,helmet,шлем,tech,grc,kranos,1.000,B
qurtunias,1,,cauldron,котёл,vessel,lat,cortina?,1.000,B
qutum,2,wine pitcher,to-build,строить,action,grc,oikodomeo,1.000,B
qutumutha,1,,three,три,measure,egy,khmt,0.750,A
qutus,1,qutus,comb,гребень,adorn,grc,kteis,1.000,B
rachs,1,,jug,кувшин,vessel,lat,urceus,1.000,B
rachth,12,,bear,медведь,animal,grc,arktos,0.750,B
rachuth,1,,bear,медведь,animal,grc,arktos,0.750,B
racth,1,,bear,медведь,animal,grc,arktos,0.750,B
racvanies,1,,purple dye,пурпур,trade,heb,argaman,0.750,A
raczle,1,,jug,кувшин,vessel,lat,urceus,0.750,B
rafanesa,1,,snake,змея,animal,lat,serpens,0.800,B
rafes,1,,city,город,social,lat,urbs,1.000,B
rafis,4,,city,город,social,lat,urbs,1.000,B
raikas,1,,jug,кувшин,vessel,lat,urceus,1.000,B
raipethnial,1,,sheep,овца,animal,grc,probaton,0.800,B
raiths,1,,bread,хлеб,plantfood,grc,artos,1.000,B
rakalus,1,rakalu,oracle,оракул,ritual,lat,oraculum,0.750,B
ramathas,3,ramtha,bread,хлеб,plantfood,grc,artos,0.750,B
ramthas,21,mr-ramthas,bread,хлеб,plantfood,grc,artos,0.750,B
ramthasa,1,,bread,хлеб,plantfood,grc,artos,0.750,B
ramthasc,1,ramtha,bread,хлеб,plantfood,grc,artos,0.750,B
ramthus,1,mrs-muraismr-ramthufatrencus-daughters-h,bread,хлеб,plantfood,grc,artos,0.750,B
ramuthas,2,,bread,хлеб,plantfood,grc,artos,0.750,B
ramuthasi,1,ramutha,bread,хлеб,plantfood,grc,artos,0.750,B
ranaza,1,,bird,птица,animal,grc,ornis,1.000,B
ranazu,1,,bird,птица,animal,grc,ornis,1.000,B
ranazunias,1,mr-thanamrs-vipineismr-ranazunias,bird,птица,animal,grc,ornis,0.750,B
rans,1,rans,bird,птица,animal,grc,ornis,1.000,B
ranthumac,1,,silver,серебро,trade,lat,argentum,0.800,B
ranthusa,1,,bird,птица,animal,grc,ornis,0.750,B
ranza,1,,bird,птица,animal,grc,ornis,1.000,B
rapalnisa,1,,vineyard,виноградник,geo,grc,ampelon,0.750,B
raples,1,,cat,кот,animal,lat,feles,0.750,B
raplnis,1,mr-raplniesdaughter,vineyard,виноградник,geo,grc,ampelon,0.750,B
raqunthia,1,raqunthi,silver,серебро,trade,lat,argentum,0.800,B
rasenas,1,rasenas,donkey,осёл,animal,lat,asinus,0.750,B
rasuniesi,1,rasunies,donkey,осёл,animal,lat,asinus,0.750,B
rathmsnas,1,,oar,весло,tech,grc,eretmon,0.800,B
rathmsnial,1,,oar,весло,tech,grc,eretmon,0.800,B
raths,1,rath,bread,хлеб,plantfood,grc,artos,1.000,B
rathum,1,,barley,ячмень,plantfood,lat,hordeum,0.750,B
ratm,2,under-divine-protectionin-thetombof-thes,barley,ячмень,plantfood,lat,hordeum,0.750,B
ratra,1,he-makes-the-preparations,plow,плуг,tech,grc,arotron,0.750,B
ratum,2,,barley,ячмень,plantfood,lat,hordeum,0.750,B
raufes,3,mr-raufes,city,город,social,lat,urbs,1.000,B
raufesa,1,,city,город,social,lat,urbs,1.000,B
raufias,2,,city,город,social,lat,urbs,1.000,B
raufies,1,,city,город,social,lat,urbs,1.000,B
raufis,1,,city,город,social,lat,urbs,1.000,B
rauknalu,1,,queen,царица,social,lat,regina,0.750,B
ravas,1,mr-ravas,beer,пиво,plantfood,lat,cervesia?,0.750,B
ravnthu,6,mr-ravnthu,divination,гадание,ritual,lat,divinatio,0.750,B
ravnthus,6,of-mr-ravnthu,wind,ветер,geo,lat,ventus,0.800,B
ravntza,1,,wind,ветер,geo,lat,ventus,0.800,B
ravunthu,1,mr-ravunthu,divination,гадание,ritual,lat,divinatio,0.750,B
ravzus,1,,beer,пиво,plantfood,lat,cervesia?,0.750,B
raxth,2,,bear,медведь,animal,grc,arktos,0.750,B
razies,1,,bear,медведь,animal,lat,ursus,1.000,B
rcnas,1,,queen,царица,social,lat,regina,1.000,B
recessa,1,recessa,jug,кувшин,vessel,lat,urceus,1.000,B
rechlus,1,,oracle,оракул,ritual,lat,oraculum,0.750,B
recial,1,,oracle,оракул,ritual,lat,oraculum,0.750,B
reenthss,1,,bird,птица,animal,grc,ornis,0.750,B
reices,1,,jug,кувшин,vessel,lat,urceus,1.000,B
reithna,1,,rose,роза,plantfood,grc,rhodon,0.750,B
reituni,1,,rose,роза,plantfood,grc,rhodon,0.750,B
rematane,1,,rose,роза,plantfood,grc,rhodon,0.750,B
remina,1,,purple dye,пурпур,trade,heb,argaman,0.750,A
remnial,1,,purple dye,пурпур,trade,heb,argaman,0.750,A
remsna,1,,oar,весло,tech,lat,remus,0.750,B
remsnas,1,,oar,весло,tech,lat,remus,0.750,B
remzna,9,,oar,весло,tech,lat,remus,0.750,B
remznal,2,,oar,весло,tech,lat,remus,0.750,B
remznei,1,,oar,весло,tech,lat,remus,0.750,B
remzneial,4,,oar,весло,tech,lat,remus,0.750,B
renethich,1,,divination,гадание,ritual,grc,mantike,0.750,B
renines,2,,bird,птица,animal,grc,ornis,0.750,B
renthnas,1,,rose,роза,plantfood,grc,rhodon,0.750,B
repias,1,,city,город,social,lat,urbs,1.000,B
repinec,5,,tablet,табличка,tech,grc,pinax,0.750,B
repinthic,1,,libation,возлияние,social,grc,sponde,0.750,B
reschualc,1,,shekel-weight,сикль,tech,akk,shiqlu,0.750,A
rescial,1,thedivinegeniusoftheangeloftheafterlifer,shekel-weight,сикль,tech,akk,shiqlu,0.750,A
resciunias,1,,queen,царица,social,lat,regina,0.750,B
resnas,1,,donkey,осёл,animal,lat,asinus,0.750,B
resnasa,2,,donkey,осёл,animal,lat,asinus,0.750,B
restias,1,,wheat,пшеница,plantfood,grc,sitos,0.750,B
restmc,1,,mouth,рот,body,grc,stoma,0.750,B
resucusa,1,,jug,кувшин,vessel,lat,urceus,0.750,B
reuchzina,1,,purple dye,пурпур,trade,heb,argaman,0.750,A
reuchzua,1,,jug,кувшин,vessel,lat,urceus,1.000,B
reuscesc,1,,jug,кувшин,vessel,lat,urceus,0.750,B
reustial,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
reuthnial,1,,rose,роза,plantfood,grc,rhodon,0.750,B
rezus,2,eu notice in-the-councilmrtannamr-larisr,bear,медведь,animal,lat,ursus,1.000,B
rezusa,1,,bear,медведь,animal,lat,ursus,1.000,B
rhodine,1,,rose,роза,plantfood,grc,rhodon,1.000,B
rinthunal,1,,rose,роза,plantfood,grc,rhodon,0.750,B
rinus,1,,bird,птица,animal,grc,ornis,1.000,B
rinvs,1,,bird,птица,animal,grc,ornis,0.750,B
rithnai,5,,rose,роза,plantfood,grc,rhodon,0.750,B
ritiemetinu,1,mr-ritiemetinu,oar,весло,tech,grc,eretmon,0.800,B
ritnas,1,,rose,роза,plantfood,grc,rhodon,0.750,B
ritnei,1,mrs-ritnei,rose,роза,plantfood,grc,rhodon,0.750,B
ritumenas,1,,oar,весло,tech,grc,eretmon,1.000,B
riuties,1,,bread,хлеб,plantfood,grc,artos,1.000,B
romanom,1,,cumin,тмин,plantfood,lat,cuminum,0.750,A
rotnem,1,,plow,плуг,tech,lat,aratrum,0.750,B
rpnati,1,mrs-carpnatis,libation,возлияние,social,grc,sponde,0.750,B
rputzs,1,,jar,сосуд-пифос,vessel,grc,pithos,0.750,B
rufres,1,mr-rufresmr-larissmr-ramthas-daughtershu,red,красный,color,lat,ruber,1.000,B
rumates,1,,bread,хлеб,plantfood,grc,artos,0.750,B
rumathes,1,,bread,хлеб,plantfood,grc,artos,0.750,B
rumitrine,1,,plow,плуг,tech,grc,arotron,0.800,B
runas,1,,bird,птица,animal,grc,ornis,1.000,B
rutania,1,,rose,роза,plantfood,grc,rhodon,0.750,B
rutapis,1,rhodopis,bread,хлеб,plantfood,grc,artos,0.750,B
rutelna,1,rutelnai,oar,весло,tech,grc,eretmon,0.750,B
rutilni,1,,oar,весло,tech,grc,eretmon,0.750,B
rutirio,1,,plow,плуг,tech,grc,arotron,0.750,B
rutlnies,1,rutlnies,oar,весло,tech,grc,eretmon,0.750,B
rutmatesa,1,,oar,весло,tech,grc,eretmon,0.750,B
ruvfies,1,ruvfie,city,город,social,lat,urbs,0.750,B
ruzus,1,,bear,медведь,animal,lat,ursus,1.000,B
sachus,1,,wineskin,бурдюк,vessel,grc,askos,1.000,B
sacn,1,,fig,инжир,plantfood,grc,sykon,0.750,B
sacni,2,,fig,инжир,plantfood,grc,sykon,0.750,B
sacnics,1,,seal-stamp,печать,tech,lat,signum,0.750,B
sacnisa,3,,shekel-weight,сикль,tech,grc,siglos?,0.750,A
sacnit,2,,nut-almond,миндаль,plantfood,akk,shiqdu?,0.750,A
sacniu,1,,fig,инжир,plantfood,grc,sykon,0.750,B
sacri,1,,axe,топор,tech,lat,securis,0.750,B
sacrial,1,,shekel-weight,сикль,tech,akk,shiqlu,0.750,A
sacrom,1,this-sacred-dedication,axe,топор,tech,lat,securis,0.750,B
salanerii,1,,moon,луна,ritual,grc,selene,0.750,B
salias,1,,three,три,measure,akk,shalash,1.000,A
saliesa,1,,three,три,measure,akk,shalash,1.000,A
salin,1,,moon,луна,ritual,grc,selene,1.000,B
salinal,1,shalinei,moon,луна,ritual,grc,selene,1.000,B
salinei,1,,moon,луна,ritual,grc,selene,1.000,B
salini,2,shalini,moon,луна,ritual,grc,selene,1.000,B
saliniesc,1,and--of-mrs-larisiand-of-mr-saliniemraul,three,три,measure,akk,shalash,0.750,A
salinis,1,shalini,moon,луна,ritual,grc,selene,1.000,B
salintas,1,,brick,кирпич,tech,grc,plinthos,0.800,B
salisla,1,mrs-larisisgrandchild,three,три,measure,akk,shalash,0.750,A
salthan,2,,moon,луна,ritual,grc,selene,0.750,B
salthn,1,,moon,луна,ritual,grc,selene,0.750,B
salvial,1,,forest,лес,geo,lat,silva,1.000,B
salvis,2,,forest,лес,geo,lat,silva,1.000,B
sancve,1,,old,старый,quality,lat,senex,0.750,B
sanis,1,,donkey,осёл,animal,lat,asinus,1.000,B
sanisthu,1,,donkey,осёл,animal,lat,asinus,0.750,B
sans,2,,donkey,осёл,animal,lat,asinus,1.000,B
sansiusa,1,mr-sansiuss-sons-wife,donkey,осёл,animal,lat,asinus,1.000,B
sansl,2,,donkey,осёл,animal,lat,asinus,1.000,B
santhatneial,1,,sandal,сандалия,cloth,grc,sandalon,0.800,B
santi,2,,libation,возлияние,social,grc,sponde,0.750,B
santic,1,,libation,возлияние,social,grc,sponde,0.750,B
santisas,1,,donkey,осёл,animal,lat,asinus,0.750,B
sapicnal,1,,fig,инжир,plantfood,grc,sykon,0.750,B
sapinias,1,,snake,змея,animal,lat,serpens,0.800,B
sapusa,1,,shield,щит,tech,grc,aspis,1.000,B
saris,1,,iron,железо,trade,grc,sideros,0.750,B
sarsnaus,1,,snake,змея,animal,lat,serpens,0.800,B
sarve,1,,slave,раб,social,lat,servus,0.750,B
sasaries,1,mr-sixs-son,iron,железо,trade,grc,sideros,0.750,B
satarr,1,,iron,железо,trade,grc,sideros,0.750,B
satene,1,afodderof-hismr-velthinatensquare-paces,bone,кость,body,grc,osteon,1.000,B
satharase,1,,iron,железо,trade,grc,sideros,1.000,B
sathas,1,,wheat,пшеница,plantfood,grc,sitos,1.000,B
sathlans,1,,good,хороший,quality,grc,esthlos,0.800,B
sathna,2,,bone,кость,body,grc,osteon,1.000,B
sathnal,1,,bone,кость,body,grc,osteon,1.000,B
sathnas,1,,bone,кость,body,grc,osteon,1.000,B
sathneial,1,,bone,кость,body,grc,osteon,1.000,B
satiesi,1,,wheat,пшеница,plantfood,grc,sitos,1.000,B
satlnalc,1,,star,звезда,ritual,lat,stella,0.800,B
satnalc,1,,star,звезда,ritual,lat,stella,0.750,B
satnas,2,,bone,кость,body,grc,osteon,1.000,B
satnea,1,,bone,кость,body,grc,osteon,1.000,B
satneial,1,,bone,кость,body,grc,osteon,1.000,B
satnial,1,,bone,кость,body,grc,osteon,1.000,B
satr,2,,star,звезда,ritual,grc,aster,1.000,B
satrs,2,,iron,железо,trade,grc,sideros,1.000,B
saturinies,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
saucnial,1,,fig,инжир,plantfood,grc,sykon,0.750,B
sautles,1,mr-autles,good,хороший,quality,grc,esthlos,1.000,B
sautur,1,,star,звезда,ritual,grc,aster,1.000,B
sauturine,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
sauturines,2,,mirror,зеркало,adorn,grc,esoptron,0.800,B
sauturini,2,,mirror,зеркало,adorn,grc,esoptron,0.800,B
savcnes,1,,fig,инжир,plantfood,grc,sykon,0.750,B
savlasieis,1,,shekel-weight,сикль,tech,grc,siglos?,0.750,A
savpunias,1,saupunias,snake,змея,animal,lat,serpens,0.800,B
savras,1,,iron,железо,trade,grc,sideros,0.750,B
savuitis,1,,wheat,пшеница,plantfood,grc,sitos,0.750,B
sazleis,2,bronze,shekel-weight,сикль,tech,grc,siglos?,0.750,A
scan,1,,fig,инжир,plantfood,grc,sykon,0.750,B
scana,1,,fig,инжир,plantfood,grc,sykon,0.750,B
scanin,4,,basket,корзина,vessel,grc,kaneon,0.750,B
scara,1,,axe,топор,tech,lat,securis,0.750,B
scare,1,,axe,топор,tech,lat,securis,0.750,B
scarithar,1,,garlic,чеснок,plantfood,grc,skorodon,0.800,A
scefi,1,,scribe,писец,tech,lat,scriba,0.750,B
sceftl,1,,nut-almond,миндаль,plantfood,akk,shiqdu?,0.750,A
sceth,1,,nut-almond,миндаль,plantfood,akk,shiqdu?,1.000,A
scevas,6,shcêvas,shekel-weight,сикль,tech,grc,siglos?,0.750,A
scianti,1,,nut-almond,миндаль,plantfood,akk,shiqdu?,0.750,A
scire,2,shcire,axe,топор,tech,lat,securis,0.750,B
sciria,2,,axe,топор,tech,lat,securis,0.750,B
scirias,1,,axe,топор,tech,lat,securis,1.000,B
scornia,1,mrs-scornia,garlic,чеснок,plantfood,grc,skorodon,0.800,A
scrofae,1,,scribe,писец,tech,lat,scriba,1.000,B
scun,1,,fig,инжир,plantfood,grc,sykon,0.750,B
scuna,1,,fig,инжир,plantfood,grc,sykon,0.750,B
scunsi,1,,shekel-weight,сикль,tech,grc,siglos?,0.750,A
scurfius,1,,scribe,писец,tech,lat,scriba,1.000,B
scurna,1,mr-scurna,garlic,чеснок,plantfood,grc,skorodon,0.800,A
scurnai,2,,garlic,чеснок,plantfood,grc,skorodon,0.800,A
scusifi,1,,wineskin,бурдюк,vessel,grc,askos,0.750,B
scuvse,1,,shekel-weight,сикль,tech,grc,siglos?,0.750,A
scvetu,1,,nut-almond,миндаль,plantfood,akk,shiqdu?,0.750,A
seanti,1,,libation,возлияние,social,grc,sponde,0.750,B
secan,1,,fig,инжир,plantfood,grc,sykon,0.750,B
sechis,2,daughter,wineskin,бурдюк,vessel,grc,askos,1.000,B
secna,1,,fig,инжир,plantfood,grc,sykon,0.750,B
secunia,1,,fig,инжир,plantfood,grc,sykon,0.750,B
segrnas,1,,garlic,чеснок,plantfood,grc,skorodon,0.800,A
seiante,5,sheiante,libation,возлияние,social,grc,sponde,0.750,B
seianti,7,sheianti,libation,возлияние,social,grc,sponde,0.750,B
seiantial,5,,sandal,сандалия,cloth,grc,sandalon,0.800,B
seiantialisa,2,imr-larthiamrs-seiantisdaughters-husband,sandal,сандалия,cloth,grc,sandalon,0.800,B
seiathial,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
seiatial,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
seires,1,,iron,железо,trade,grc,sideros,0.750,B
seitithas,1,,statue-image,статуя,ritual,lat,statua,1.000,B
seitithi,1,,statue-image,статуя,ritual,lat,statua,1.000,B
seitithialisa,1,seitithi,good,хороший,quality,grc,esthlos,0.800,B
seitithialisasa,1,,good,хороший,quality,grc,esthlos,0.800,B
seitithiialisa,1,,good,хороший,quality,grc,esthlos,0.800,B
seitual,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
sektaluial,1,,star,звезда,ritual,lat,stella,0.800,B
selasva,1,,three,три,measure,akk,shalash,0.750,A
selcias,1,,three,три,measure,akk,shalash,0.750,A
selnas,1,,moon,луна,ritual,grc,selene,1.000,B
selva,2,,forest,лес,geo,lat,silva,1.000,B
selvans,1,selvans,moon,луна,ritual,grc,selene,0.750,B
semna,1,,eight,восемь,measure,akk,samane,1.000,A
semni,2,semni,eight,восемь,measure,akk,samane,1.000,A
semphs,1,seven,shield,щит,tech,grc,aspis,0.750,B
semproni,1,,myrrh,мирра,trade,grc,smyrna,0.800,B
semtnial,1,,eight,восемь,measure,akk,samane,0.750,A
senatia,1,,libation,возлияние,social,grc,sponde,0.750,B
senis,1,,donkey,осёл,animal,lat,asinus,1.000,B
senithnas,1,,sandal,сандалия,cloth,grc,sandalon,0.800,B
sent,2,,libation,возлияние,social,grc,sponde,0.750,B
senthia,1,,libation,возлияние,social,grc,sponde,0.750,B
senthiial,1,,sandal,сандалия,cloth,grc,sandalon,0.800,B
senti,3,,libation,возлияние,social,grc,sponde,0.750,B
sential,1,,sandal,сандалия,cloth,grc,sandalon,0.800,B
senus,1,,donkey,осёл,animal,lat,asinus,1.000,B
senuta,1,,libation,возлияние,social,grc,sponde,0.750,B
seojmsa,1,,bean,боб,plantfood,grc,kyamos,0.750,B
sepeslsa,1,,king,царь,social,grc,basileus,0.800,B
sepiasa,1,,shield,щит,tech,grc,aspis,1.000,B
sepies,1,,shield,щит,tech,grc,aspis,1.000,B
sepiesa,3,,shield,щит,tech,grc,aspis,1.000,B
sepres,1,,letter-missive,письмо,tech,heb,sefer,1.000,A
sepresa,1,,letter-missive,письмо,tech,heb,sefer,1.000,A
septesa,1,,libation,возлияние,social,grc,sponde,0.750,B
septimios,1,,seven,семь,measure,lat,septem,1.000,B
septle,1,,seven,семь,measure,lat,septem,0.750,B
serfue,1,,scribe,писец,tech,lat,scriba,0.750,B
serices,1,mr-serices,seal-stamp,печать,tech,grc,sphragis,0.800,B
sertur,1,,star,звезда,ritual,grc,aster,0.750,B
serturi,3,ms-serturi,star,звезда,ritual,grc,aster,0.750,B
serturia,1,,star,звезда,ritual,grc,aster,0.750,B
serturial,1,,star,звезда,ritual,grc,aster,0.750,B
serturies,1,,iron,железо,trade,grc,sideros,0.800,B
serturiesi,1,,iron,железо,trade,grc,sideros,0.800,B
serturna,1,,plow,плуг,tech,grc,arotron,0.800,B
serturnial,2,,plow,плуг,tech,grc,arotron,0.800,B
serturu,3,,star,звезда,ritual,grc,aster,0.750,B
serturus,2,mr-arnthmr-serturusmrs-cacnis,iron,железо,trade,grc,sideros,0.800,B
sesepnas,1,,snake,змея,animal,lat,serpens,0.800,B
sethanal,1,mr-sethanas,bone,кость,body,grc,osteon,1.000,B
sethialisa,1,,good,хороший,quality,grc,esthlos,1.000,B
sethilans,1,,good,хороший,quality,grc,esthlos,0.800,B
sethlans,4,shethlans,sandal,сандалия,cloth,grc,sandalon,0.800,B
sethnasa,1,,bone,кость,body,grc,osteon,1.000,B
sethra,6,mr-sethra,star,звезда,ritual,grc,aster,1.000,B
sethras,4,mr-sethra--,star,звезда,ritual,grc,aster,1.000,B
sethrasa,1,seethe-tombof-mr-zalnape,star,звезда,ritual,grc,aster,1.000,B
sethre,11,mr-sethre,star,звезда,ritual,grc,aster,1.000,B
sethres,7,shethre,star,звезда,ritual,grc,aster,1.000,B
sethresa,4,mr-sethres-sons-wife,star,звезда,ritual,grc,aster,1.000,B
sethria,2,mr-sethria,star,звезда,ritual,grc,aster,1.000,B
sethrna,4,,mirror,зеркало,adorn,grc,esoptron,0.800,B
sethrnal,2,shetrnei,mirror,зеркало,adorn,grc,esoptron,0.800,B
sethrnasa,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
sethrnei,2,,mirror,зеркало,adorn,grc,esoptron,0.800,B
sethrnial,2,,mirror,зеркало,adorn,grc,esoptron,0.800,B
sethumati,1,,mouth,рот,body,grc,stoma,0.750,B
sethus,1,,wheat,пшеница,plantfood,grc,sitos,1.000,B
sethusasasa,1,,iron,железо,trade,grc,sideros,0.750,B
sethusausa,1,of-mr-larismrs-versnismr-seths-daughters,wheat,пшеница,plantfood,grc,sitos,1.000,B
setiena,1,,bone,кость,body,grc,osteon,1.000,B
setlans,1,,good,хороший,quality,grc,esthlos,0.800,B
setmanal,1,,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
setra,1,,star,звезда,ritual,grc,aster,1.000,B
setre,1,,star,звезда,ritual,grc,aster,1.000,B
setres,1,,iron,железо,trade,grc,sideros,1.000,B
setria,1,shetria,star,звезда,ritual,grc,aster,1.000,B
setrial,2,,star,звезда,ritual,grc,aster,1.000,B
setrias,1,,iron,железо,trade,grc,sideros,1.000,B
setrnei,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
setumneial,1,,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
setus,1,mr-sets,wheat,пшеница,plantfood,grc,sitos,1.000,B
sexti,1,mr-sextusssonmrs-anisson,nut-almond,миндаль,plantfood,akk,shiqdu?,1.000,A
sezince,1,,old,старый,quality,lat,senex,0.750,B
sezine,1,,sesame,кунжут,plantfood,grc,sesamon,0.750,B
sians,1,,donkey,осёл,animal,lat,asinus,1.000,B
sianusa,1,mr-sianus-sons-wife,donkey,осёл,animal,lat,asinus,1.000,B
sidom,1,sidomsabinvshiceselsitte,mouth,рот,body,grc,stoma,1.000,B
siimni,1,,eight,восемь,measure,akk,samane,1.000,A
silaithes,1,,three,три,measure,akk,shalash,0.750,A
siliuial,1,ms-siliuis,chair-throne,кресло-трон,household,lat,sella,1.000,B
sinunas,1,mr-sinunas,donkey,осёл,animal,lat,asinus,0.750,B
sipinaial,1,,libation,возлияние,social,grc,sponde,0.750,B
sipirsi,1,,seal-stamp,печать,tech,grc,sphragis,0.800,B
sipna,1,zipunuthegoddessofbrides,libation,возлияние,social,grc,sponde,0.750,B
sirtir,1,,star,звезда,ritual,grc,aster,0.750,B
