word,freq,pred_class,prob_raw,prob_cal,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
luthcval,2,NAME-M,0.915,0.663,0.068,0.915,0.017,0.000,0.000
luthumas,1,NAME-M,0.994,0.663,0.000,0.994,0.006,0.000,0.000
luvcies,2,NAME-M,0.949,0.663,0.000,0.949,0.051,0.000,0.000
luvcinial,1,NAME-F,0.932,0.663,0.932,0.067,0.001,0.000,0.000
lvlvllvto,1,OTHER,0.976,0.663,0.006,0.017,0.976,0.000,0.000
maalnas,1,NAME-M,0.954,0.663,0.000,0.954,0.046,0.000,0.000
macanial,1,NAME-F,0.995,0.663,0.995,0.005,0.000,0.000,0.000
macb,1,OTHER,0.986,0.663,0.001,0.013,0.986,0.000,0.000
mach,1,OTHER,0.997,0.663,0.000,0.003,0.997,0.000,0.000
machs,1,OTHER,0.983,0.663,0.000,0.017,0.983,0.000,0.000
macias,1,NAME-M,0.991,0.663,0.000,0.991,0.009,0.000,0.000
maclae,1,OTHER,0.997,0.663,0.000,0.003,0.997,0.000,0.000
macstrevc,1,OTHER,0.996,0.663,0.000,0.004,0.996,0.000,0.000
macstrna,1,OTHER,0.975,0.663,0.000,0.025,0.975,0.000,0.000
macutes,1,NAME-M,0.987,0.663,0.000,0.987,0.013,0.000,0.000
madicioeco,1,OTHER,0.918,0.663,0.002,0.080,0.918,0.000,0.000
maias,1,NAME-M,0.935,0.663,0.000,0.935,0.065,0.000,0.000
malach,1,OTHER,0.920,0.663,0.010,0.070,0.920,0.000,0.000
malana,2,NAME-M,0.930,0.663,0.002,0.930,0.067,0.000,0.000
malni,1,NAME-F,0.943,0.663,0.943,0.002,0.054,0.000,0.000
mama,2,OTHER,0.988,0.663,0.004,0.009,0.988,0.000,0.000
mamamarcespuriiazas,1,NAME-M,0.986,0.663,0.000,0.986,0.014,0.000,0.000
man,1,OTHER,0.981,0.663,0.000,0.019,0.981,0.000,0.000
manim,3,OTHER,0.992,0.663,0.001,0.007,0.992,0.000,0.000
maninasa,1,NAME-M,0.947,0.663,0.052,0.947,0.001,0.000,0.000
mantheate,1,OTHER,0.974,0.663,0.000,0.026,0.974,0.000,0.000
marce,2,OTHER,0.962,0.663,0.000,0.038,0.962,0.000,0.000
marcnas,2,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
marcneialisa,1,NAME-F,0.991,0.663,0.991,0.009,0.000,0.000,0.000
marcnial,5,NAME-F,0.996,0.663,0.996,0.004,0.000,0.000,0.000
marcnialisa,1,NAME-F,0.980,0.663,0.980,0.020,0.000,0.000,0.000
marcniesa,2,NAME-M,0.997,0.663,0.002,0.997,0.000,0.000,0.000
marks,1,OTHER,0.963,0.663,0.001,0.036,0.963,0.000,0.000
maronatv,1,OTHER,0.973,0.663,0.004,0.023,0.973,0.000,0.000
marthucle,1,OTHER,0.928,0.663,0.000,0.072,0.928,0.000,0.000
marunuch,2,OTHER,0.993,0.663,0.000,0.007,0.993,0.000,0.000
marutial,1,NAME-F,0.977,0.663,0.977,0.022,0.001,0.000,0.000
marzial,1,NAME-F,0.991,0.663,0.991,0.009,0.000,0.000,0.000
masan,1,OTHER,0.947,0.663,0.001,0.052,0.947,0.000,0.000
masn,1,OTHER,0.926,0.663,0.000,0.074,0.926,0.000,0.000
masnial,2,NAME-F,0.984,0.663,0.984,0.016,0.000,0.000,0.000
mastho,1,OTHER,0.921,0.663,0.001,0.078,0.921,0.000,0.000
masuial,1,NAME-F,0.980,0.663,0.980,0.020,0.001,0.000,0.000
matausnial,1,NAME-F,0.989,0.663,0.989,0.010,0.000,0.000,0.000
mazeche,1,OTHER,1.000,0.663,0.000,0.000,1.000,0.000,0.000
mecests,1,OTHER,0.980,0.663,0.000,0.020,0.980,0.000,0.000
mech,1,OTHER,0.981,0.663,0.000,0.019,0.981,0.000,0.000
mechlum,1,OTHER,1.000,0.663,0.000,0.000,1.000,0.000,0.000
meiani,1,NAME-F,0.991,0.663,0.991,0.003,0.006,0.000,0.000
meinei,1,NAME-F,0.989,0.663,0.989,0.006,0.005,0.000,0.000
meista,1,OTHER,0.926,0.663,0.013,0.061,0.926,0.000,0.000
melchrial,1,NAME-F,0.978,0.663,0.978,0.021,0.001,0.000,0.000
melerpanta,1,OTHER,0.993,0.663,0.000,0.007,0.993,0.000,0.000
meletem,1,OTHER,0.998,0.663,0.000,0.002,0.998,0.000,0.000
melutasa,2,NAME-M,0.971,0.663,0.021,0.971,0.008,0.000,0.000
melutnial,1,NAME-F,0.993,0.663,0.993,0.007,0.000,0.000,0.000
meminiies,1,NAME-M,0.950,0.663,0.000,0.950,0.050,0.000,0.000
memnun,1,OTHER,0.991,0.663,0.000,0.009,0.991,0.000,0.000
men,1,OTHER,0.971,0.663,0.000,0.029,0.971,0.000,0.000
menache,2,OTHER,1.000,0.663,0.000,0.000,1.000,0.000,0.000
menamecanacliviniatrecteveluslarthu,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
mene,1,OTHER,0.957,0.663,0.000,0.043,0.957,0.000,0.000
meneravas,1,NAME-M,0.953,0.663,0.000,0.953,0.047,0.000,0.000
menznial,1,NAME-F,0.996,0.663,0.996,0.004,0.000,0.000,0.000
merta,1,OTHER,0.931,0.663,0.003,0.066,0.931,0.000,0.000
mesin,1,OTHER,0.961,0.663,0.003,0.036,0.961,0.000,0.000
metelial,1,NAME-F,0.981,0.663,0.981,0.018,0.001,0.000,0.000
metelis,1,NAME-M,0.940,0.663,0.002,0.940,0.058,0.000,0.000
methlmth,1,OTHER,0.916,0.663,0.000,0.083,0.916,0.000,0.000
metienas,1,NAME-M,0.975,0.663,0.000,0.975,0.025,0.000,0.000
metitieial,1,NAME-F,0.987,0.663,0.987,0.013,0.000,0.000,0.000
metl,1,OTHER,0.988,0.663,0.008,0.004,0.988,0.000,0.000
metur,1,OTHER,0.987,0.663,0.007,0.005,0.987,0.000,0.000
mevntie,1,OTHER,0.918,0.663,0.000,0.082,0.918,0.000,0.000
mianies,1,NAME-M,0.991,0.663,0.000,0.991,0.009,0.000,0.000
miapas,1,NAME-M,0.977,0.663,0.000,0.977,0.023,0.000,0.000
miapirthespu,1,NAME-M,0.960,0.663,0.000,0.960,0.040,0.000,0.000
miaranthiaramaitelas,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
miarathia,1,NAME-M,0.966,0.663,0.004,0.966,0.030,0.000,0.000
miatianaia,1,NAME-M,0.976,0.663,0.002,0.976,0.022,0.000,0.000
miatiialplavtanas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
miavilesatkanas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
miavilesfusunas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
miavlesmi,1,NAME-M,0.988,0.663,0.000,0.988,0.012,0.000,0.000
micanias,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
mienasmarceslesnaisena,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
mifaltus,1,NAME-M,0.995,0.663,0.000,0.995,0.005,0.000,0.000
mifasenatatastulalus,1,NAME-M,0.996,0.663,0.000,0.996,0.004,0.000,0.000
mifurtinas,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
miiapes,1,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
mikarkanasthafvna,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
miklaninsl,1,NAME-M,0.969,0.663,0.003,0.969,0.027,0.000,0.000
milalausa,1,NAME-M,0.999,0.663,0.001,0.999,0.000,0.000,0.000
milarissanesnas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
milarthasarsinaia,1,NAME-M,0.998,0.663,0.001,0.998,0.000,0.000,0.000
milarthetruscastravilanas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
milarthia,1,NAME-M,0.992,0.663,0.004,0.992,0.004,0.000,0.000
milarthialemelacinasimulu,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
milarthiasrupinas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
milarthiastinias,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
milarthuiaamunaia,1,NAME-M,0.989,0.663,0.000,0.989,0.011,0.000,0.000
milarthurustarchvetenas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
milarthus,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
milarusvlartialitunumtaschu,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
milathithalus,1,NAME-M,0.996,0.663,0.000,0.996,0.004,0.000,0.000
milauciesmezenties,1,NAME-M,0.995,0.663,0.000,0.995,0.005,0.000,0.000
milithunas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
mimalenalarthiapurufenas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
mimamarcesvetusal,1,NAME-M,0.997,0.663,0.002,0.997,0.001,0.000,0.000
minemeties,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
minemuluveneavileacvilnas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
minemulvunukelarisnumenas,1,NAME-M,0.993,0.663,0.000,0.993,0.007,0.000,0.000
minevikumuluevnekearpaskamaia,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
mini,20,NAME-M,0.928,0.663,0.016,0.928,0.057,0.000,0.000
miniflakunaievenel,1,NAME-M,0.996,0.663,0.000,0.996,0.004,0.000,0.000
minilarekes,1,NAME-M,0.994,0.663,0.000,0.994,0.006,0.000,0.000
minimuluvanicemamarceapuniievenala,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
minimuluvanicepianavelethnice,1,NAME-M,0.989,0.663,0.000,0.989,0.011,0.000,0.000
minimuluvanicevflakunaievenel,1,NAME-M,0.954,0.663,0.000,0.954,0.046,0.000,0.000
minimulvanicemamarcefuthaniia,1,NAME-M,0.989,0.663,0.000,0.989,0.011,0.000,0.000
minimulvanicevelthurfurtiniie,1,NAME-M,0.980,0.663,0.000,0.980,0.020,0.000,0.000
minipi,2,NAME-M,0.928,0.663,0.071,0.928,0.001,0.000,0.000
minispuriazamuluvanikekuritianas,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
miniurthanikearanthur,1,NAME-M,0.943,0.663,0.000,0.943,0.057,0.000,0.000
minizinacearantharytzinamlachumlacasi,1,NAME-M,0.996,0.663,0.000,0.996,0.004,0.000,0.000
minpi,1,NAME-M,0.940,0.663,0.008,0.940,0.052,0.000,0.000
mipaparnies,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
mipumpusthurmepnas,1,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
mipupaisthinakaranas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
miqutumkarkanas,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
miracuthus,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
mirafuvethuskasaliennaia,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
mirafuvusavileia,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
miramathas,1,NAME-M,0.963,0.663,0.000,0.963,0.037,0.000,0.000
miravunthualienas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
misataiiesaveleacasce,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
misatufurtunianianas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
misaza,1,NAME-M,0.969,0.663,0.000,0.969,0.031,0.000,0.000
misfuriasthinamla,1,NAME-M,0.982,0.663,0.002,0.982,0.016,0.000,0.000
mispural,1,NAME-M,0.944,0.663,0.044,0.944,0.012,0.000,0.000
misuthilarthiala,1,NAME-M,0.992,0.663,0.008,0.992,0.000,0.000,0.000
mitechas,1,NAME-M,0.962,0.663,0.000,0.962,0.038,0.000,0.000
mitetanas,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
miuselesfeisus,1,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
miutres,1,NAME-M,0.909,0.663,0.000,0.909,0.091,0.000,0.000
miuves,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
mivefartiianaia,1,NAME-M,0.999,0.663,0.000,0.999,0.000,0.000,0.000
mivelelthuskacrifunumesiesiputeskraitilesthisputes,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
mivelthurusfapal,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
mivelthurusmuielnas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
mivenelussithurnas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
miverkantus,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
mivetiestvelasnas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
mizraies,1,NAME-M,0.983,0.663,0.000,0.983,0.017,0.000,0.000
mla,1,NAME-M,0.935,0.663,0.001,0.935,0.064,0.000,0.000
mlace,1,OTHER,0.951,0.663,0.000,0.048,0.951,0.000,0.000
mlacuch,1,OTHER,0.961,0.663,0.001,0.039,0.961,0.000,0.000
mlakas,7,NAME-M,0.991,0.663,0.000,0.991,0.009,0.000,0.000
mlakasi,2,NAME-M,0.928,0.663,0.004,0.928,0.068,0.000,0.000
mnial,1,NAME-F,0.983,0.663,0.983,0.017,0.000,0.000,0.000
msatruesurcunusa,1,NAME-M,0.998,0.663,0.001,0.998,0.000,0.000,0.000
muca,1,OTHER,0.961,0.663,0.000,0.039,0.961,0.000,0.000
mul,1,OTHER,0.949,0.663,0.000,0.050,0.949,0.000,0.000
mulach,1,OTHER,0.987,0.663,0.000,0.013,0.987,0.000,0.000
mulnanes,1,NAME-M,0.985,0.663,0.000,0.985,0.015,0.000,0.000
mulsunas,1,NAME-M,0.950,0.663,0.000,0.950,0.050,0.000,0.000
muluvanice,8,OTHER,0.930,0.663,0.000,0.070,0.930,0.000,0.000
muluvunike,1,OTHER,0.967,0.663,0.000,0.033,0.967,0.000,0.000
muna,2,OTHER,0.920,0.663,0.000,0.080,0.920,0.000,0.000
muni,1,OTHER,0.961,0.663,0.013,0.026,0.961,0.000,0.000
munise,1,OTHER,0.987,0.663,0.000,0.013,0.987,0.000,0.000
munistas,1,NAME-M,0.976,0.663,0.000,0.976,0.024,0.000,0.000
munth,2,OTHER,0.986,0.663,0.000,0.014,0.986,0.000,0.000
muntnas,1,NAME-M,0.989,0.663,0.000,0.989,0.011,0.000,0.000
murce,1,OTHER,0.942,0.663,0.000,0.058,0.942,0.000,0.000
murinas,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
murinasa,2,NAME-M,0.997,0.663,0.002,0.997,0.002,0.000,0.000
murineial,2,NAME-F,0.970,0.663,0.970,0.030,0.000,0.000,0.000
mutilates,1,NAME-M,0.991,0.663,0.000,0.991,0.009,0.000,0.000
mutince,1,OTHER,0.900,0.663,0.000,0.099,0.900,0.000,0.000
mutinial,1,NAME-F,0.905,0.663,0.905,0.093,0.001,0.000,0.000
nachu,1,OTHER,0.986,0.663,0.000,0.014,0.986,0.000,0.000
nairnial,1,NAME-F,0.976,0.663,0.976,0.024,0.000,0.000,0.000
naleial,1,NAME-F,0.966,0.663,0.966,0.033,0.001,0.000,0.000
nanes,1,NAME-M,0.974,0.663,0.000,0.974,0.026,0.000,0.000
nanpial,1,NAME-F,0.981,0.663,0.981,0.018,0.000,0.000,0.000
naparsnas,1,NAME-M,0.931,0.663,0.000,0.931,0.069,0.000,0.000
naperial,1,NAME-F,0.943,0.663,0.943,0.057,0.000,0.000,0.000
naries,1,NAME-M,0.925,0.663,0.000,0.925,0.075,0.000,0.000
nas,1,NAME-M,0.983,0.663,0.000,0.983,0.017,0.000,0.000
nasa,2,NAME-M,0.983,0.663,0.016,0.983,0.002,0.000,0.000
nasunies,1,NAME-M,0.915,0.663,0.000,0.915,0.085,0.000,0.000
natial,1,NAME-F,0.991,0.663,0.991,0.009,0.000,0.000,0.000
natinusnial,1,NAME-F,0.992,0.663,0.992,0.008,0.000,0.000,0.000
naunas,1,NAME-M,0.971,0.663,0.000,0.971,0.029,0.000,0.000
nchvilkilneivelasna,1,NAME-M,0.968,0.663,0.013,0.968,0.019,0.000,0.000
neftus,1,NAME-M,0.936,0.663,0.001,0.936,0.063,0.000,0.000
nefunt,1,OTHER,0.925,0.663,0.017,0.058,0.925,0.000,0.000
nemntinas,1,NAME-M,0.983,0.663,0.000,0.983,0.017,0.000,0.000
nemu,1,OTHER,0.925,0.663,0.000,0.074,0.925,0.000,0.000
nercle,1,OTHER,0.983,0.663,0.000,0.017,0.983,0.000,0.000
nerinas,1,NAME-M,0.988,0.663,0.000,0.988,0.012,0.000,0.000
nesna,1,OTHER,0.955,0.663,0.001,0.044,0.955,0.000,0.000
nestra,1,OTHER,0.910,0.663,0.001,0.089,0.910,0.000,0.000
nethunus,2,NAME-M,0.931,0.663,0.000,0.931,0.068,0.000,0.000
netsvistnial,1,NAME-F,0.995,0.663,0.995,0.005,0.000,0.000,0.000
nial,2,NAME-F,0.986,0.663,0.986,0.013,0.000,0.000,0.000
niamifiriminai,1,NAME-F,0.904,0.663,0.904,0.036,0.060,0.000,0.000
niinnti,1,NAME-F,0.995,0.663,0.995,0.004,0.000,0.000,0.000
niki,1,OTHER,0.937,0.663,0.011,0.053,0.937,0.000,0.000
novesede,1,OTHER,0.900,0.663,0.001,0.098,0.900,0.000,0.000
nsm,1,OTHER,0.911,0.663,0.002,0.087,0.911,0.000,0.000
nthn,1,OTHER,0.938,0.663,0.000,0.061,0.938,0.000,0.000
nufresa,1,NAME-M,0.996,0.663,0.002,0.996,0.002,0.000,0.000
nufrzenas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
nulathes,1,NAME-M,0.951,0.663,0.000,0.951,0.049,0.000,0.000
numenas,1,NAME-M,0.973,0.663,0.000,0.973,0.027,0.000,0.000
numetataiesmi,1,NAME-M,0.902,0.663,0.009,0.902,0.088,0.000,0.000
numnas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
numsial,1,NAME-F,0.931,0.663,0.931,0.069,0.000,0.000,0.000
numsina,1,NAME-M,0.984,0.663,0.001,0.984,0.016,0.000,0.000
numsinial,1,NAME-F,0.966,0.663,0.966,0.034,0.000,0.000,0.000
nunas,1,NAME-M,0.980,0.663,0.000,0.980,0.020,0.000,0.000
nunavasieitiarisviaiavineiaiavipiairase,1,NAME-M,0.940,0.663,0.056,0.940,0.004,0.000,0.000
nunial,1,NAME-F,0.988,0.663,0.988,0.012,0.000,0.000,0.000
nunialisa,1,NAME-F,0.961,0.663,0.961,0.039,0.000,0.000,0.000
nunthen,1,OTHER,0.964,0.663,0.001,0.035,0.964,0.000,0.000
nuran,1,OTHER,0.908,0.663,0.001,0.090,0.908,0.000,0.000
nurzius,1,NAME-M,0.991,0.663,0.001,0.991,0.009,0.000,0.000
nustes,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
nustiias,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
nuthe,2,OTHER,0.972,0.663,0.000,0.028,0.972,0.000,0.000
nuvpllni,1,NAME-F,0.992,0.663,0.992,0.007,0.001,0.000,0.000
nuzinas,1,NAME-M,0.996,0.663,0.000,0.996,0.004,0.000,0.000
nuzlanus,1,NAME-M,0.985,0.663,0.000,0.985,0.015,0.000,0.000
nuzrneial,1,NAME-F,0.999,0.663,0.999,0.001,0.000,0.000,0.000
ociko,1,OTHER,0.930,0.663,0.004,0.065,0.930,0.000,0.000
orsminei,1,NAME-F,0.998,0.663,0.998,0.000,0.002,0.000,0.000
otak,1,OTHER,0.935,0.663,0.022,0.043,0.935,0.000,0.000
pachnas,1,NAME-M,0.924,0.663,0.000,0.924,0.076,0.000,0.000
pacinial,1,NAME-F,0.992,0.663,0.992,0.008,0.000,0.000,0.000
pacinnial,1,NAME-F,0.997,0.663,0.997,0.003,0.000,0.000,0.000
pacsinial,1,NAME-F,0.990,0.663,0.990,0.010,0.000,0.000,0.000
pacsnial,1,NAME-F,0.990,0.663,0.990,0.010,0.000,0.000,0.000
paithinaies,1,NAME-M,0.993,0.663,0.000,0.993,0.007,0.000,0.000
paithinas,2,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
pakste,1,OTHER,0.993,0.663,0.000,0.007,0.993,0.000,0.000
palpes,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
panalas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
paniathial,1,NAME-F,0.985,0.663,0.985,0.015,0.000,0.000,0.000
paniathialisa,1,NAME-F,0.926,0.663,0.926,0.074,0.000,0.000,0.000
panzas,1,NAME-M,0.995,0.663,0.000,0.995,0.005,0.000,0.000
papas,1,NAME-M,0.939,0.663,0.000,0.939,0.061,0.000,0.000
papasa,5,NAME-M,0.997,0.663,0.002,0.997,0.000,0.000,0.000
papaslis,1,NAME-M,0.992,0.663,0.000,0.992,0.008,0.000,0.000
papaslisa,1,NAME-M,0.965,0.663,0.035,0.965,0.000,0.000,0.000
papesa,1,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
papnial,1,NAME-F,0.970,0.663,0.970,0.030,0.000,0.000,0.000
papr,1,OTHER,0.929,0.663,0.002,0.069,0.929,0.000,0.000
parfnal,1,NAME-F,0.993,0.663,0.993,0.007,0.000,0.000,0.000
partunial,1,NAME-F,0.972,0.663,0.972,0.028,0.000,0.000,0.000
partunus,3,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
patacsnal,1,NAME-F,0.954,0.663,0.954,0.045,0.002,0.000,0.000
patara,1,NAME-M,0.932,0.663,0.004,0.932,0.064,0.000,0.000
patislane,4,NAME-M,0.995,0.663,0.002,0.995,0.003,0.000,0.000
patislanesa,1,NAME-M,0.997,0.663,0.003,0.997,0.000,0.000,0.000
patislani,1,NAME-F,0.946,0.663,0.946,0.045,0.009,0.000,0.000
patislanial,2,NAME-F,0.971,0.663,0.971,0.029,0.000,0.000,0.000
patlnial,2,NAME-F,0.993,0.663,0.993,0.007,0.000,0.000,0.000
patrunial,1,NAME-F,0.972,0.663,0.972,0.028,0.000,0.000,0.000
patrus,1,NAME-M,0.968,0.663,0.000,0.968,0.032,0.000,0.000
patus,1,NAME-M,0.973,0.663,0.000,0.973,0.027,0.000,0.000
pecesa,1,NAME-M,0.999,0.663,0.001,0.999,0.000,0.000,0.000
peches,2,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
peitesa,1,NAME-M,0.997,0.663,0.003,0.997,0.000,0.000,0.000
peithe,2,OTHER,0.968,0.663,0.000,0.032,0.968,0.000,0.000
peithesa,2,NAME-M,0.996,0.663,0.003,0.996,0.001,0.000,0.000
peithial,3,NAME-F,0.992,0.663,0.992,0.008,0.000,0.000,0.000
peleas,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
pelfras,1,NAME-M,0.995,0.663,0.000,0.995,0.005,0.000,0.000
pelnatial,1,NAME-F,0.976,0.663,0.976,0.024,0.000,0.000,0.000
pensatorix,1,OTHER,0.970,0.663,0.020,0.010,0.970,0.000,0.000
pepnial,1,NAME-F,0.993,0.663,0.993,0.007,0.000,0.000,0.000
peprunial,1,NAME-F,0.983,0.663,0.983,0.017,0.000,0.000,0.000
pepunas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
peracis,1,NAME-M,0.982,0.663,0.001,0.982,0.017,0.000,0.000
perana,1,NAME-M,0.995,0.663,0.000,0.995,0.005,0.000,0.000
percalinai,1,NAME-F,0.973,0.663,0.973,0.027,0.000,0.000,0.000
percnas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
percnei,1,NAME-F,0.988,0.663,0.988,0.012,0.000,0.000,0.000
percumsneial,1,NAME-F,0.952,0.663,0.952,0.048,0.000,0.000,0.000
perisnati,1,NAME-F,0.963,0.663,0.963,0.036,0.001,0.000,0.000
perisneialisa,1,NAME-F,0.964,0.663,0.964,0.036,0.000,0.000,0.000
perknas,2,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
perknies,1,NAME-M,0.990,0.663,0.000,0.990,0.010,0.000,0.000
perpranas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
perprathes,1,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
perrknas,1,NAME-M,0.998,0.663,0.000,0.998,0.002,0.000,0.000
persie,1,NAME-M,0.988,0.663,0.001,0.988,0.012,0.000,0.000
perstiesa,1,NAME-M,0.998,0.663,0.002,0.998,0.000,0.000,0.000
perunies,1,NAME-M,0.997,0.663,0.000,0.997,0.003,0.000,0.000
peruniesi,1,NAME-M,0.965,0.663,0.017,0.965,0.019,0.000,0.000
pes,3,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
pesiassch,1,NAME-M,0.960,0.663,0.007,0.960,0.033,0.000,0.000
pesna,3,NAME-M,0.991,0.663,0.000,0.991,0.009,0.000,0.000
pesnas,2,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
pesnasa,1,NAME-M,0.997,0.663,0.003,0.997,0.000,0.000,0.000
pesnei,1,NAME-F,0.940,0.663,0.940,0.059,0.000,0.000,0.000
pess,1,NAME-M,0.996,0.663,0.000,0.996,0.003,0.000,0.000
pestius,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
pet,1,NAME-M,0.969,0.663,0.002,0.969,0.029,0.000,0.000
petce,2,NAME-M,0.900,0.663,0.001,0.900,0.099,0.000,0.000
pethia,1,NAME-M,0.918,0.663,0.080,0.918,0.002,0.000,0.000
pethias,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
pethnas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
pethunus,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
petinatial,2,NAME-F,0.958,0.663,0.958,0.042,0.000,0.000,0.000
petines,1,NAME-M,0.999,0.663,0.000,0.999,0.001,0.000,0.000
petnei,3,NAME-F,0.925,0.663,0.925,0.074,0.000,0.000,0.000
petrie,1,NAME-M,0.910,0.663,0.000,0.910,0.090,0.000,0.000
petrnas,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
petrnial,1,NAME-F,0.966,0.663,0.966,0.034,0.000,0.000,0.000
petrnies,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
petruis,1,NAME-M,0.994,0.663,0.000,0.994,0.006,0.000,0.000
petruniesa,1,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
petrus,5,NAME-M,1.000,0.663,0.000,1.000,0.000,0.000,0.000
petrusa,1,NAME-M,0.997,0.663,0.003,0.997,0.000,0.000,0.000
petrusc,2,NAME-M,0.996,0.663,0.003,0.996,0.002,0.000,0.000
petrusta,1,NAME-M,0.980,0.663,0.000,0.980,0.020,0.000,0.000
petruz,1,NAME-M,0.948,0.663,0.004,0.948,0.048,0.000,0.000
petsaess,1,NAME-M,0.977,0.663,0.000,0.977,0.023,0.000,0.000
petsnial,1,NAME-F,0.974,0.663,0.974,0.026,0.000,0.000,0.000
phisis,1,NAME-M,0.976,0.663,0.004,0.976,0.020,0.000,0.000
pinaial,1,NAME-F,0.980,0.663,0.980,0.020,0.000,0.000,0.000
